username,mentioned,date,id
ALavandula,brasil_io,Sun Feb 13 23:58:40 +0000 2022,1493011774836195329
ALavandula,brasil_io,Sun Feb 13 23:58:40 +0000 2022,1493011774836195329
MdgAbe,SSalud_mx,Sun Feb 13 23:57:26 +0000 2022,1493011464424067074
turicas,brasil_io,Sun Feb 13 23:54:48 +0000 2022,1493010801061474317
turicas,brasil_io,Sun Feb 13 23:54:48 +0000 2022,1493010801061474317
brasil_io,brasil_io,Sun Feb 13 23:54:31 +0000 2022,1493010731792543748
Bot_Corona_V,SafetyUel,Sun Feb 13 23:54:01 +0000 2022,1493010605132988417
candeIaferreira,gonzzalez_2,Sun Feb 13 23:52:47 +0000 2022,1493010293399728131
dEArchi_tect,framos10,Sun Feb 13 23:52:38 +0000 2022,1493010257651642370
dEArchi_tect,toutatis16,Sun Feb 13 23:52:38 +0000 2022,1493010257651642370
dEArchi_tect,jorgeclpires,Sun Feb 13 23:52:38 +0000 2022,1493010257651642370
dEArchi_tect,Todaaverdadept,Sun Feb 13 23:52:38 +0000 2022,1493010257651642370
Marce8Rodriguez,SSalud_mx,Sun Feb 13 23:52:07 +0000 2022,1493010125577150471
obloqueames,montseprado,Sun Feb 13 23:52:02 +0000 2022,1493010107159953411
obloqueames,obloque,Sun Feb 13 23:52:02 +0000 2022,1493010107159953411
Rodrigo28520007,SSalud_mx,Sun Feb 13 23:48:08 +0000 2022,1493009122559918081
denio_vale,denio_vale,Sun Feb 13 23:47:02 +0000 2022,1493008845907668997
denio_vale,contagemcorona1,Sun Feb 13 23:47:02 +0000 2022,1493008845907668997
denio_vale,adaopaiani,Sun Feb 13 23:47:02 +0000 2022,1493008845907668997
denio_vale,nicolaskasprzak,Sun Feb 13 23:47:02 +0000 2022,1493008845907668997
denio_vale,MiguelNicolelis,Sun Feb 13 23:47:02 +0000 2022,1493008845907668997
Bot_Corona_V,DiarioDoRio,Sun Feb 13 23:47:01 +0000 2022,1493008841587535873
