username,mentioned,date,id
BrazilSFE,Zoetis,Sun Feb 06 23:15:09 +0000 2022,1490464108088602638
oiarte,oiarte,Sun Feb 06 23:13:30 +0000 2022,1490463691325808642
BassoMouro,LucianoHuck,Sun Feb 06 23:13:10 +0000 2022,1490463607964028932
VerdeViver,contagemcorona1,Sun Feb 06 23:10:39 +0000 2022,1490462974447919110
VerdeViver,g1,Sun Feb 06 23:10:39 +0000 2022,1490462974447919110
MbWander,minsaude,Sun Feb 06 23:05:50 +0000 2022,1490461764269584386
edson_cortez,minsaude,Sun Feb 06 23:03:58 +0000 2022,1490461294033571846
PiraNaPamonha,contagemcorona1,Sun Feb 06 23:03:26 +0000 2022,1490461160369500160
jcatino,contagemcorona1,Sun Feb 06 23:01:04 +0000 2022,1490460561796214785
TalitaFatima,contagemcorona1,Sun Feb 06 22:59:35 +0000 2022,1490460189421670404
viralvideovlogs,contagemcorona1,Sun Feb 06 22:59:31 +0000 2022,1490460174380937218
SandraOvelha,SaudeGovRJ,Sun Feb 06 22:59:30 +0000 2022,1490460171608408067
zenaide2208,contagemcorona1,Sun Feb 06 22:59:30 +0000 2022,1490460169616166916
IamMarianitta,contagemcorona1,Sun Feb 06 22:59:24 +0000 2022,1490460144689463302
acg747,contagemcorona1,Sun Feb 06 22:58:39 +0000 2022,1490459957526945800
EdrisiaAlves,SaudeGovRJ,Sun Feb 06 22:58:09 +0000 2022,1490459831404273665
DefesaBolsonaro,minsaude,Sun Feb 06 22:57:35 +0000 2022,1490459687342510086
Elilikx,contagemcorona1,Sun Feb 06 22:57:02 +0000 2022,1490459549400240129
dieviviarruda,contagemcorona1,Sun Feb 06 22:56:58 +0000 2022,1490459531570208780
mainesteixeira,contagemcorona1,Sun Feb 06 22:56:10 +0000 2022,1490459331753562113
onkoto3,contagemcorona1,Sun Feb 06 22:56:04 +0000 2022,1490459307640561670
Surtei,SaudeGovRJ,Sun Feb 06 22:54:04 +0000 2022,1490458801245466624
viralvideovlogs,SaudeGovRJ,Sun Feb 06 22:53:31 +0000 2022,1490458662573379585
GovRJ,SaudeGovRJ,Sun Feb 06 22:53:29 +0000 2022,1490458657003347968
CandiaCrf,contagemcorona1,Sun Feb 06 22:53:28 +0000 2022,1490458649784950789
Lima70269971,UOLNoticias,Sun Feb 06 22:52:03 +0000 2022,1490458293558562824
Lima70269971,UOL,Sun Feb 06 22:52:03 +0000 2022,1490458293558562824
charlesoliveira,AfpChecamos,Sun Feb 06 22:52:00 +0000 2022,1490458282338758661
charlesoliveira,CDCgov,Sun Feb 06 22:52:00 +0000 2022,1490458282338758661
charlesoliveira,AfpChecamos,Sun Feb 06 22:51:55 +0000 2022,1490458263166480384
charlesoliveira,CDCgov,Sun Feb 06 22:51:55 +0000 2022,1490458263166480384
Robert1_Marinho,AfpChecamos,Sun Feb 06 22:49:21 +0000 2022,1490457615436062725
Robert1_Marinho,CDCgov,Sun Feb 06 22:49:21 +0000 2022,1490457615436062725
nossyrrahfds1,AfpChecamos,Sun Feb 06 22:48:01 +0000 2022,1490457281665945608
nossyrrahfds1,CDCgov,Sun Feb 06 22:48:01 +0000 2022,1490457281665945608
VerdeViver,contagemcorona1,Sun Feb 06 22:46:49 +0000 2022,1490456978732331009
EAzouf,AfpChecamos,Sun Feb 06 22:44:32 +0000 2022,1490456404792070144
EAzouf,AfpChecamos,Sun Feb 06 22:44:25 +0000 2022,1490456373829816321
EAzouf,CDCgov,Sun Feb 06 22:44:25 +0000 2022,1490456373829816321
EAzouf,AfpChecamos,Sun Feb 06 22:44:07 +0000 2022,1490456298189697028
EAzouf,CDCgov,Sun Feb 06 22:44:07 +0000 2022,1490456298189697028
IamMarianitta,contagemcorona1,Sun Feb 06 22:41:18 +0000 2022,1490455588698038272
AntonioFlauzin1,contagemcorona1,Sun Feb 06 22:40:28 +0000 2022,1490455378940805123
ubcomini,UNEP_pt,Sun Feb 06 22:35:52 +0000 2022,1490454220520177667
BenOlivDreamer,contagemcorona1,Sun Feb 06 22:35:22 +0000 2022,1490454094254858245
Adorotecnologia,contagemcorona1,Sun Feb 06 22:33:54 +0000 2022,1490453725302992902
twentyclikkie,minsaude,Sun Feb 06 22:27:30 +0000 2022,1490452117886283776
CandiaCrf,contagemcorona1,Sun Feb 06 22:10:58 +0000 2022,1490447954313949187
FelipePousada,Arthurvneto,Sun Feb 06 22:06:48 +0000 2022,1490446908019679238
FelipePousada,jdoriajr,Sun Feb 06 22:06:48 +0000 2022,1490446908019679238
Macrina20776766,andersongtorres,Sun Feb 06 22:04:09 +0000 2022,1490446241217531905
Macrina20776766,jairbolsonaro,Sun Feb 06 22:04:09 +0000 2022,1490446241217531905
mandajob,minsaude,Sun Feb 06 22:03:36 +0000 2022,1490446103275347974
Bot_Corona_V,botdocovid,Sun Feb 06 22:00:35 +0000 2022,1490445343242211333
RebessiVeras,minsaude,Sun Feb 06 21:59:07 +0000 2022,1490444972977532932
PBarrionuevoJr,trtmatogrosso,Sun Feb 06 21:57:42 +0000 2022,1490444615685709829
EstanilauBretas,minsaude,Sun Feb 06 21:55:29 +0000 2022,1490444058623361027
Taninha_03,minsaude,Sun Feb 06 21:55:09 +0000 2022,1490443975702032388
FabiolaCantilho,OPASOMSBrasil,Sun Feb 06 21:54:29 +0000 2022,1490443808735121412
MacielAlves2021,minsaude,Sun Feb 06 21:52:13 +0000 2022,1490443235465961474
Andersonp1980,contagemcorona1,Sun Feb 06 21:51:06 +0000 2022,1490442957161381888
Natanyel_vasco,minsaude,Sun Feb 06 21:50:28 +0000 2022,1490442796553146373
cleide_ita,minsaude,Sun Feb 06 21:49:20 +0000 2022,1490442510430347271
JoaoCampoGrande,AfpChecamos,Sun Feb 06 21:48:47 +0000 2022,1490442371250765827
JoaoCampoGrande,CDCgov,Sun Feb 06 21:48:47 +0000 2022,1490442371250765827
AndradeGeida,Arthurvneto,Sun Feb 06 21:45:34 +0000 2022,1490441563478147077
AndradeGeida,jdoriajr,Sun Feb 06 21:45:34 +0000 2022,1490441563478147077
Fabricio_Carva,diariodegoias,Sun Feb 06 21:42:59 +0000 2022,1490440915550457857
RitaaTomas,foco_project,Sun Feb 06 21:42:18 +0000 2022,1490440742770200580
Bot_Corona_V,alexlimareal,Sun Feb 06 21:24:34 +0000 2022,1490436277455441921
corona_tweet,adbrasil,Sun Feb 06 21:24:09 +0000 2022,1490436174745419779
LuizdePaula100,contagemcorona1,Sun Feb 06 21:24:02 +0000 2022,1490436145955672066
laraslsilva,foco_project,Sun Feb 06 21:23:42 +0000 2022,1490436060421177349
Bot_Corona_V,adbrasil,Sun Feb 06 21:23:33 +0000 2022,1490436022848610306
ChillanejaD,dridelatorre,Sun Feb 06 21:22:59 +0000 2022,1490435882385510402
FabianoCFX,AfpChecamos,Sun Feb 06 21:21:53 +0000 2022,1490435605469315075
FabianoCFX,AfpChecamos,Sun Feb 06 21:21:34 +0000 2022,1490435524846395395
FabianoCFX,CDCgov,Sun Feb 06 21:21:34 +0000 2022,1490435524846395395
FabianoCFX,AfpChecamos,Sun Feb 06 21:21:24 +0000 2022,1490435480449691654
FabianoCFX,CDCgov,Sun Feb 06 21:21:24 +0000 2022,1490435480449691654
Midia1508,agencia_fiocruz,Sun Feb 06 21:17:48 +0000 2022,1490434576728080395
Midia1508,fiocruz,Sun Feb 06 21:17:48 +0000 2022,1490434576728080395
Bot_Corona_V,BrazilSFE,Sun Feb 06 21:15:33 +0000 2022,1490434007670083586
Bot_Corona_V,Wyeth,Sun Feb 06 21:15:33 +0000 2022,1490434007670083586
Bot_Corona_V,Zoetis,Sun Feb 06 21:15:33 +0000 2022,1490434007670083586
Bot_Corona_V,merial,Sun Feb 06 21:15:33 +0000 2022,1490434007670083586
BrazilSFE,Wyeth,Sun Feb 06 21:15:09 +0000 2022,1490433910781661184
BrazilSFE,Zoetis,Sun Feb 06 21:15:09 +0000 2022,1490433910781661184
negacionista20,FrederKamen,Sun Feb 06 21:06:37 +0000 2022,1490431761515520004
smbuarque,mzconteudo,Sun Feb 06 21:05:19 +0000 2022,1490431434158489602
Griffoneye,supersamuellima,Sun Feb 06 21:04:39 +0000 2022,1490431266826641411
Bot_Corona_V,FaroldaB,Sun Feb 06 21:04:32 +0000 2022,1490431236682178561
Bot_Corona_V,MEDPUCRio,Sun Feb 06 21:00:32 +0000 2022,1490430229172695042
SrgioRi96314290,Arthurvneto,Sun Feb 06 20:56:24 +0000 2022,1490429188859383812
SrgioRi96314290,jdoriajr,Sun Feb 06 20:56:24 +0000 2022,1490429188859383812
MinesFalcao,contagemcorona1,Sun Feb 06 20:55:59 +0000 2022,1490429086833033222
BleyLacerda,contagemcorona1,Sun Feb 06 20:50:08 +0000 2022,1490427614544252931
FernandoEscot13,XiomaraCastroZ,Sun Feb 06 20:42:01 +0000 2022,1490425571360358404
AngelNar007,Arthurvneto,Sun Feb 06 20:41:25 +0000 2022,1490425420386287619
AngelNar007,jdoriajr,Sun Feb 06 20:41:25 +0000 2022,1490425420386287619
lulamontt63,dridelatorre,Sun Feb 06 20:37:39 +0000 2022,1490424472263745536
rafavrin,contagemcorona1,Sun Feb 06 20:33:18 +0000 2022,1490423376913088522
Eli237809,contagemcorona1,Sun Feb 06 20:32:26 +0000 2022,1490423160977641477
irfanmalikkhan,NacoesUnidas,Sun Feb 06 20:23:17 +0000 2022,1490420857755222018
irfanmalikkhan,UNICEF,Sun Feb 06 20:23:17 +0000 2022,1490420857755222018
MouraF68315579,imperialtiago,Sun Feb 06 20:20:59 +0000 2022,1490420276311568392
MouraF68315579,Clauwild1,Sun Feb 06 20:20:59 +0000 2022,1490420276311568392
viralvideovlogs,diarioudi,Sun Feb 06 20:19:29 +0000 2022,1490419899457585155
BolsonaroFerro,Arthurvneto,Sun Feb 06 20:18:42 +0000 2022,1490419704376311818
BolsonaroFerro,jdoriajr,Sun Feb 06 20:18:42 +0000 2022,1490419704376311818
Bot_Corona_V,governodoamapa,Sun Feb 06 20:16:29 +0000 2022,1490419145976037381
CandiaCrf,contagemcorona1,Sun Feb 06 20:14:08 +0000 2022,1490418553706717184
MRJACKSONJOSEPH,SNS_Portugal,Sun Feb 06 20:13:39 +0000 2022,1490418432285806596
viralvideovlogs,mzconteudo,Sun Feb 06 20:12:21 +0000 2022,1490418105935450118
gisellesouza73,mzconteudo,Sun Feb 06 20:12:20 +0000 2022,1490418099283185669
DuduFlu1981,Arthurvneto,Sun Feb 06 20:09:13 +0000 2022,1490417315091218432
DuduFlu1981,jdoriajr,Sun Feb 06 20:09:13 +0000 2022,1490417315091218432
SamuelA47607293,SNS_Portugal,Sun Feb 06 20:07:36 +0000 2022,1490416911225696258
lavinyatagarro_,contagemcorona1,Sun Feb 06 20:07:18 +0000 2022,1490416834008567808
garciaegarcia,contagemcorona1,Sun Feb 06 20:06:02 +0000 2022,1490416514108960773
boxwordnews,BoxWorldnewsBr,Sun Feb 06 20:04:14 +0000 2022,1490416062629883906
Bot_Corona_V,covid19br_,Sun Feb 06 20:00:29 +0000 2022,1490415117095350275
Bot_Corona_V,covid19br_,Sun Feb 06 20:00:29 +0000 2022,1490415117061734404
Bot_Corona_V,botdocovid,Sun Feb 06 20:00:28 +0000 2022,1490415115732242437
aronbmoura,contagemcorona1,Sun Feb 06 19:57:40 +0000 2022,1490414409545568261
Bot_Corona_V,beatrizdiniz,Sun Feb 06 19:55:29 +0000 2022,1490413858867056640
SoniaCa40140057,AntonioLEMEFIL1,Sun Feb 06 19:54:37 +0000 2022,1490413643971940362
SoniaCa40140057,jdoriajr,Sun Feb 06 19:54:37 +0000 2022,1490413643971940362
benhurcamacho,minsaude,Sun Feb 06 19:53:09 +0000 2022,1490413272557838337
Bot_Corona_V,portal_scc10,Sun Feb 06 19:47:28 +0000 2022,1490411840853135363
quarentena_bot,gabircnunes,Sun Feb 06 19:38:41 +0000 2022,1490409631667138564
angelablorena,tvcultura,Sun Feb 06 19:37:58 +0000 2022,1490409452499046410
GuilhermeLTdr,Lealjoao77,Sun Feb 06 19:35:51 +0000 2022,1490408919134519301
macsanto787,mzconteudo,Sun Feb 06 19:32:46 +0000 2022,1490408142324314119
camposamd,tvcultura,Sun Feb 06 19:31:41 +0000 2022,1490407869694550016
LucianaTriguei3,Lealjoao77,Sun Feb 06 19:29:22 +0000 2022,1490407287214727173
F1Admirador,jornal_cultura,Sun Feb 06 19:29:20 +0000 2022,1490407279220379660
tiagogonzaga,tvcultura,Sun Feb 06 19:29:04 +0000 2022,1490407212623314944
pukemylungs,contagemcorona1,Sun Feb 06 19:28:44 +0000 2022,1490407127885783040
JuarezSantAnaJ1,Lealjoao77,Sun Feb 06 19:25:41 +0000 2022,1490406358956613636
unfinanciero_mx,UniCienciaGM,Sun Feb 06 19:23:48 +0000 2022,1490405887655174153
viralvideovlogs,UniCienciaGM,Sun Feb 06 19:23:26 +0000 2022,1490405792998174720
glaueva12,agencia_fiocruz,Sun Feb 06 19:22:58 +0000 2022,1490405677910609928
glaueva12,fiocruz,Sun Feb 06 19:22:58 +0000 2022,1490405677910609928
sceiffer,OdairDuarte17,Sun Feb 06 19:21:31 +0000 2022,1490405313954078727
sceiffer,joicehasselmann,Sun Feb 06 19:21:31 +0000 2022,1490405313954078727
sceiffer,ptbrasil,Sun Feb 06 19:21:31 +0000 2022,1490405313954078727
wilsonmessias01,Lealjoao77,Sun Feb 06 19:18:25 +0000 2022,1490404532228087814
Bot_Corona_V,BrazilSFE,Sun Feb 06 19:15:26 +0000 2022,1490403780004831233
Bot_Corona_V,Wyeth,Sun Feb 06 19:15:26 +0000 2022,1490403780004831233
Bot_Corona_V,Zoetis,Sun Feb 06 19:15:26 +0000 2022,1490403780004831233
Bot_Corona_V,merial,Sun Feb 06 19:15:26 +0000 2022,1490403780004831233
BrazilSFE,Wyeth,Sun Feb 06 19:15:07 +0000 2022,1490403702435364867
BrazilSFE,Zoetis,Sun Feb 06 19:15:07 +0000 2022,1490403702435364867
la_monstruita,SaudeGovRJ,Sun Feb 06 19:14:35 +0000 2022,1490403565977882625
turnoffthecam,SNS_Portugal,Sun Feb 06 19:13:17 +0000 2022,1490403240562896909
NiviaFx,contagemcorona1,Sun Feb 06 19:02:34 +0000 2022,1490400541545046017
mondai_puppet,contagemcorona1,Sun Feb 06 19:00:57 +0000 2022,1490400136966688772
GustavoBarreto_,NacoesUnidas,Sun Feb 06 19:00:07 +0000 2022,1490399925154328588
lavinyatagarro_,contagemcorona1,Sun Feb 06 18:58:30 +0000 2022,1490399517983838208
MarcianoBrito13,contagemcorona1,Sun Feb 06 18:56:18 +0000 2022,1490398965111603206
FUmbuzeiro,FAOBrasil,Sun Feb 06 18:55:33 +0000 2022,1490398779543109638
JLuizEsteves,minsaude,Sun Feb 06 18:51:42 +0000 2022,1490397809262092290
VerdeViver,contagemcorona1,Sun Feb 06 18:49:09 +0000 2022,1490397168561180676
IamMarianitta,contagemcorona1,Sun Feb 06 18:48:06 +0000 2022,1490396902185185282
quarentena_bot,andersonleao16,Sun Feb 06 18:41:55 +0000 2022,1490395347918667780
renato_ssouza,contagemcorona1,Sun Feb 06 18:41:54 +0000 2022,1490395344110301187
juRR124,contagemcorona1,Sun Feb 06 18:36:54 +0000 2022,1490394083466043400
Adla45254610,MEZIANE_EMM,Sun Feb 06 18:35:07 +0000 2022,1490393635317329921
KarineSerpa_,secsaudedf,Sun Feb 06 18:33:28 +0000 2022,1490393222107050000
FabioPlatero1,imperialtiago,Sun Feb 06 18:28:00 +0000 2022,1490391846169817100
FabioPlatero1,Clauwild1,Sun Feb 06 18:28:00 +0000 2022,1490391846169817100
juRR124,contagemcorona1,Sun Feb 06 18:26:47 +0000 2022,1490391537645142018
RockMachine9,contagemcorona1,Sun Feb 06 18:22:03 +0000 2022,1490390345582096395
daniwon,minsaude,Sun Feb 06 18:16:45 +0000 2022,1490389013672468484
CandiaCrf,contagemcorona1,Sun Feb 06 18:16:38 +0000 2022,1490388982575898628
MaCoutocris,contagemcorona1,Sun Feb 06 18:16:28 +0000 2022,1490388943191302147
GeremiasDalmaz,SaudeGovRJ,Sun Feb 06 18:13:45 +0000 2022,1490388257355579397
Bot_Corona_V,LinhasdeElvas,Sun Feb 06 18:09:22 +0000 2022,1490387154496888839
Bot_Corona_V,botdocovid,Sun Feb 06 18:00:22 +0000 2022,1490384888830341125
Paulo33600279,contagemcorona1,Sun Feb 06 17:59:04 +0000 2022,1490384565063634945
Bot_Corona_V,FaroldaB,Sun Feb 06 17:57:21 +0000 2022,1490384131733213189
Jack44846841,imperialtiago,Sun Feb 06 17:55:12 +0000 2022,1490383588025671687
Jack44846841,Clauwild1,Sun Feb 06 17:55:12 +0000 2022,1490383588025671687
silvia92745700,ganga2410,Sun Feb 06 17:51:13 +0000 2022,1490382586757144583
Paramahansa2,contagemcorona1,Sun Feb 06 17:47:04 +0000 2022,1490381542425833483
SChonso17,juank23_7,Sun Feb 06 17:41:47 +0000 2022,1490380214517567492
CarrociniDe,contagemcorona1,Sun Feb 06 17:38:59 +0000 2022,1490379509174083588
SeverinoFeijo,Arthurvneto,Sun Feb 06 17:27:58 +0000 2022,1490376737166958597
SeverinoFeijo,jdoriajr,Sun Feb 06 17:27:58 +0000 2022,1490376737166958597
Luiz_CR_Cwb,FrederKamen,Sun Feb 06 17:22:20 +0000 2022,1490375319563481088
Luiz_CR_Cwb,FrederKamen,Sun Feb 06 17:22:17 +0000 2022,1490375305747472391
Vander_Khann,Arthurvneto,Sun Feb 06 17:21:55 +0000 2022,1490375214710071303
Vander_Khann,jdoriajr,Sun Feb 06 17:21:55 +0000 2022,1490375214710071303
alexandrefatec,Lealjoao77,Sun Feb 06 17:19:31 +0000 2022,1490374610218635273
Bot_Corona_V,BrazilSFE,Sun Feb 06 17:15:19 +0000 2022,1490373551584591876
Bot_Corona_V,Wyeth,Sun Feb 06 17:15:19 +0000 2022,1490373551584591876
Bot_Corona_V,Zoetis,Sun Feb 06 17:15:19 +0000 2022,1490373551584591876
Bot_Corona_V,merial,Sun Feb 06 17:15:19 +0000 2022,1490373551584591876
BrazilSFE,Wyeth,Sun Feb 06 17:15:11 +0000 2022,1490373519137464330
BrazilSFE,Zoetis,Sun Feb 06 17:15:11 +0000 2022,1490373519137464330
MarceloTimote12,minsaude,Sun Feb 06 17:15:08 +0000 2022,1490373505992560642
PBarrionuevoJr,trtmatogrosso,Sun Feb 06 17:13:04 +0000 2022,1490372984929988610
NotFascismInBR,NotFascismInBR,Sun Feb 06 17:12:01 +0000 2022,1490372721057935360
NotFascismInBR,gustones,Sun Feb 06 17:12:01 +0000 2022,1490372721057935360
NotFascismInBR,gustones,Sun Feb 06 17:11:55 +0000 2022,1490372698035433472
Silviavont,contagemcorona1,Sun Feb 06 17:10:04 +0000 2022,1490372232350158856
MarcianoBrito13,contagemcorona1,Sun Feb 06 17:06:54 +0000 2022,1490371433444298764
CCR_IOS20,projmandacaru,Sun Feb 06 17:05:02 +0000 2022,1490370965758431235
wilsondenotari,gabrielaitto,Sun Feb 06 17:04:24 +0000 2022,1490370804181262338
Bot_Corona_V,Covid19DailyDta,Sun Feb 06 17:01:18 +0000 2022,1490370025198391301
Bot_Corona_V,Covid19DailyDta,Sun Feb 06 17:01:18 +0000 2022,1490370025127096326
patrulhaptralha,FrederKamen,Sun Feb 06 17:00:36 +0000 2022,1490369850170085379
patrulhaptralha,FrederKamen,Sun Feb 06 17:00:33 +0000 2022,1490369838526742538
elisfilho1411,contagemcorona1,Sun Feb 06 16:58:34 +0000 2022,1490369336753729538
Andersonp1980,contagemcorona1,Sun Feb 06 16:56:19 +0000 2022,1490368769599979520
JuarezBorges62,minsaude,Sun Feb 06 16:55:50 +0000 2022,1490368651911843841
primasilenciosa,contagemcorona1,Sun Feb 06 16:55:02 +0000 2022,1490368448777625600
viralvideovlogs,FrederKamen,Sun Feb 06 16:52:17 +0000 2022,1490367755199164419
m_soldati,ady_news,Sun Feb 06 16:47:44 +0000 2022,1490366609826975748
m_soldati,ady_news,Sun Feb 06 16:47:33 +0000 2022,1490366566428467201
GGsavoy,contagemcorona1,Sun Feb 06 16:42:56 +0000 2022,1490365402907566080
Cidda11,diarioudi,Sun Feb 06 16:42:20 +0000 2022,1490365252835368962
elisfilho1411,contagemcorona1,Sun Feb 06 16:42:10 +0000 2022,1490365209483091975
guadecy,pslnacamara,Sun Feb 06 16:41:27 +0000 2022,1490365032294719491
guadecy,carlosjordy,Sun Feb 06 16:41:27 +0000 2022,1490365032294719491
claudiasrocca,AfpChecamos,Sun Feb 06 16:35:49 +0000 2022,1490363611549736966
elisfilho1411,contagemcorona1,Sun Feb 06 16:34:52 +0000 2022,1490363372633792512
Rangel_Lucia,contagemcorona1,Sun Feb 06 16:32:22 +0000 2022,1490362744616402946
CeliaMoraisCar1,Arthurvneto,Sun Feb 06 16:32:13 +0000 2022,1490362707404640266
CeliaMoraisCar1,jdoriajr,Sun Feb 06 16:32:13 +0000 2022,1490362707404640266
SandraM95965906,SNS_Portugal,Sun Feb 06 16:29:58 +0000 2022,1490362141874008069
coachingmoura,Estadao,Sun Feb 06 16:24:39 +0000 2022,1490360800267190278
elisfilho1411,contagemcorona1,Sun Feb 06 16:18:44 +0000 2022,1490359314258837504
thiagodiasdm,UOLNoticias,Sun Feb 06 16:16:08 +0000 2022,1490358661058863111
thiagodiasdm,jairbolsonaro,Sun Feb 06 16:16:08 +0000 2022,1490358661058863111
hansoficial,Arthurvneto,Sun Feb 06 16:15:49 +0000 2022,1490358579852980232
hansoficial,jdoriajr,Sun Feb 06 16:15:49 +0000 2022,1490358579852980232
elisfilho1411,contagemcorona1,Sun Feb 06 16:14:32 +0000 2022,1490358258380460033
elisfilho1411,g1,Sun Feb 06 16:14:32 +0000 2022,1490358258380460033
AnaKaroline28,contagemcorona1,Sun Feb 06 16:13:39 +0000 2022,1490358035914670096
tririos,contagemcorona1,Sun Feb 06 16:12:57 +0000 2022,1490357859128905731
wellingtoncmps,contagemcorona1,Sun Feb 06 16:11:37 +0000 2022,1490357524247285765
