username,mentioned,date,id
Tiago_TioDECA,agencia_fiocruz,Thu Feb 10 22:21:43 +0000 2022,1491900212696260609
Tiago_TioDECA,fiocruz,Thu Feb 10 22:21:43 +0000 2022,1491900212696260609
andre_gavlak,agencia_fiocruz,Thu Feb 10 22:21:20 +0000 2022,1491900116692840448
andre_gavlak,fiocruz,Thu Feb 10 22:21:20 +0000 2022,1491900116692840448
JeanLec27177717,AiltonBenedito,Thu Feb 10 22:21:02 +0000 2022,1491900041300254721
ajulisbr,AiltonBenedito,Thu Feb 10 22:20:04 +0000 2022,1491899797699182596
IamMarianitta,contagemcorona1,Thu Feb 10 22:19:28 +0000 2022,1491899644753948680
GleisonFlavio21,AfpChecamos,Thu Feb 10 22:16:29 +0000 2022,1491898894019698689
SimoneCAL14,agencia_fiocruz,Thu Feb 10 22:15:59 +0000 2022,1491898771181117453
SimoneCAL14,fiocruz,Thu Feb 10 22:15:59 +0000 2022,1491898771181117453
AFPBrasil,AfpChecamos,Thu Feb 10 22:15:49 +0000 2022,1491898727052808192
MarcinhaGarcao,gersonsalvador,Thu Feb 10 22:15:42 +0000 2022,1491898699177410562
rodrigocoite1,AfpChecamos,Thu Feb 10 22:15:41 +0000 2022,1491898696144936968
GleisonFlavio21,AfpChecamos,Thu Feb 10 22:15:28 +0000 2022,1491898641090592771
madeliam1,AfpChecamos,Thu Feb 10 22:15:28 +0000 2022,1491898639165362181
VANDERLEIEEDNA,AiltonBenedito,Thu Feb 10 22:14:29 +0000 2022,1491898393542672387
Malelo2711,DiarioDoRio,Thu Feb 10 22:14:22 +0000 2022,1491898361754144771
hollaquien,agencia_fiocruz,Thu Feb 10 22:14:19 +0000 2022,1491898352333643778
hollaquien,fiocruz,Thu Feb 10 22:14:19 +0000 2022,1491898352333643778
GleisonFlavio21,AfpChecamos,Thu Feb 10 22:13:54 +0000 2022,1491898244447752196
Kbid83,contagemcorona1,Thu Feb 10 22:12:25 +0000 2022,1491897872002043909
_marialuisa,panchocombr,Thu Feb 10 22:11:27 +0000 2022,1491897628036116480
icon_ic,alentejo_1970,Thu Feb 10 22:10:43 +0000 2022,1491897446011654158
Bot_Corona_V,panchocombr,Thu Feb 10 22:09:37 +0000 2022,1491897168705343497
Bot_Corona_V,DiarioDoRio,Thu Feb 10 22:09:37 +0000 2022,1491897168663392258
GleisonFlavio21,AfpChecamos,Thu Feb 10 22:08:57 +0000 2022,1491896999502913544
FerreiraCardin,AiltonBenedito,Thu Feb 10 22:08:23 +0000 2022,1491896857664143362
LuGamoradecor,AiltonBenedito,Thu Feb 10 22:05:54 +0000 2022,1491896232125550595
FerSindicalista,CUT_Brasil,Thu Feb 10 22:03:12 +0000 2022,1491895554359668744
Bot_Corona_V,botdocovid,Thu Feb 10 22:00:37 +0000 2022,1491894901562298384
Bot_Corona_V,BrazilSFE,Thu Feb 10 21:58:37 +0000 2022,1491894397650313223
Bot_Corona_V,merial,Thu Feb 10 21:58:37 +0000 2022,1491894397650313223
Bot_Corona_V,kineta,Thu Feb 10 21:58:37 +0000 2022,1491894397650313223
BrazilSFE,merial,Thu Feb 10 21:58:07 +0000 2022,1491894274987900933
BrazilSFE,kineta,Thu Feb 10 21:58:07 +0000 2022,1491894274987900933
alexandredsc,DanAlcaras,Thu Feb 10 21:54:46 +0000 2022,1491893432121499656
77Ammarello,tvbrasilgov,Thu Feb 10 21:54:17 +0000 2022,1491893307198300163
77Ammarello,minsaude,Thu Feb 10 21:54:17 +0000 2022,1491893307198300163
Lya_mferraz,gersonsalvador,Thu Feb 10 21:54:05 +0000 2022,1491893257164496899
Jairnevesa,RadioAlvorada,Thu Feb 10 21:54:00 +0000 2022,1491893237048565764
camabap,Madi70634980,Thu Feb 10 21:52:46 +0000 2022,1491892926166835201
camabap,roxmo,Thu Feb 10 21:52:46 +0000 2022,1491892926166835201
bdfreitas,CUT_Brasil,Thu Feb 10 21:50:31 +0000 2022,1491892361223356422
Sun_Moon_13,contagemcorona1,Thu Feb 10 21:48:52 +0000 2022,1491891946125680645
MagdaJEML,AiltonBenedito,Thu Feb 10 21:47:43 +0000 2022,1491891654629933058
MFreireB_13,CoiabAmazonia,Thu Feb 10 21:46:44 +0000 2022,1491891409326071811
Bot_Corona_V,governodoamapa,Thu Feb 10 21:44:36 +0000 2022,1491890871368916997
cut_minas,CUT_Brasil,Thu Feb 10 21:43:42 +0000 2022,1491890646856130560
viralvideovlogs,OPASOMSBrasil,Thu Feb 10 21:43:12 +0000 2022,1491890518665613316
keepfodase,OPASOMSBrasil,Thu Feb 10 21:43:11 +0000 2022,1491890515725402112
MariaMariatnpt,gersonsalvador,Thu Feb 10 21:41:56 +0000 2022,1491890200838037504
IDCOBot,paisefilhos,Thu Feb 10 21:41:28 +0000 2022,1491890083259199494
itmalia46090314,ONUMulheresBR,Thu Feb 10 21:40:43 +0000 2022,1491889895148855296
VerdeViver,contagemcorona1,Thu Feb 10 21:39:21 +0000 2022,1491889548791619591
VoliaAlmeida,AiltonBenedito,Thu Feb 10 21:38:35 +0000 2022,1491889359699824641
TercioEliphas,agencia_fiocruz,Thu Feb 10 21:38:25 +0000 2022,1491889314854313984
TercioEliphas,fiocruz,Thu Feb 10 21:38:25 +0000 2022,1491889314854313984
KalyLuna2,contagemcorona1,Thu Feb 10 21:35:30 +0000 2022,1491888580062498827
carmennnunes,agencia_fiocruz,Thu Feb 10 21:35:12 +0000 2022,1491888505059958793
carmennnunes,fiocruz,Thu Feb 10 21:35:12 +0000 2022,1491888505059958793
AzulIndignado_,agencia_fiocruz,Thu Feb 10 21:34:44 +0000 2022,1491888387573362689
AzulIndignado_,fiocruz,Thu Feb 10 21:34:44 +0000 2022,1491888387573362689
GAM3BO1CHAN,agencia_fiocruz,Thu Feb 10 21:33:22 +0000 2022,1491888045360091136
GAM3BO1CHAN,fiocruz,Thu Feb 10 21:33:22 +0000 2022,1491888045360091136
henrique_jmo,contagemcorona1,Thu Feb 10 21:33:06 +0000 2022,1491887976489570310
Bot_Corona_V,FaroldaB,Thu Feb 10 21:32:35 +0000 2022,1491887848831782912
Bot_Corona_V,panchocombr,Thu Feb 10 21:27:35 +0000 2022,1491886588971917315
cleitonsubmente,AiltonBenedito,Thu Feb 10 21:26:52 +0000 2022,1491886410906882053
ernani_neto,CUT_Brasil,Thu Feb 10 21:25:06 +0000 2022,1491885966314901508
peptuz,ctardaguila,Thu Feb 10 21:23:08 +0000 2022,1491885469189255174
viralvideovlogs,renatonegrao,Thu Feb 10 21:18:10 +0000 2022,1491884220796518406
lucianofalbo,agencia_fiocruz,Thu Feb 10 21:17:32 +0000 2022,1491884061085818880
lucianofalbo,fiocruz,Thu Feb 10 21:17:32 +0000 2022,1491884061085818880
Elenibrisa,ctardaguila,Thu Feb 10 21:16:20 +0000 2022,1491883758861094916
viralvideovlogs,BrazilSFE,Thu Feb 10 21:15:37 +0000 2022,1491883576144629766
viralvideovlogs,Wyeth,Thu Feb 10 21:15:37 +0000 2022,1491883576144629766
viralvideovlogs,Zoetis,Thu Feb 10 21:15:37 +0000 2022,1491883576144629766
viralvideovlogs,merial,Thu Feb 10 21:15:37 +0000 2022,1491883576144629766
Bot_Corona_V,BrazilSFE,Thu Feb 10 21:15:34 +0000 2022,1491883566417985539
Bot_Corona_V,Wyeth,Thu Feb 10 21:15:34 +0000 2022,1491883566417985539
Bot_Corona_V,Zoetis,Thu Feb 10 21:15:34 +0000 2022,1491883566417985539
Bot_Corona_V,merial,Thu Feb 10 21:15:34 +0000 2022,1491883566417985539
brazilcoll,agencia_fiocruz,Thu Feb 10 21:15:32 +0000 2022,1491883557853319169
brazilcoll,fiocruz,Thu Feb 10 21:15:32 +0000 2022,1491883557853319169
MarcioATC,agencia_fiocruz,Thu Feb 10 21:15:17 +0000 2022,1491883492422168583
MarcioATC,fiocruz,Thu Feb 10 21:15:17 +0000 2022,1491883492422168583
BrazilSFE,Wyeth,Thu Feb 10 21:15:12 +0000 2022,1491883474508255239
BrazilSFE,Zoetis,Thu Feb 10 21:15:12 +0000 2022,1491883474508255239
AniLoraCNMP,ctardaguila,Thu Feb 10 21:14:07 +0000 2022,1491883200905453582
ctardaguila,ctardaguila,Thu Feb 10 21:13:39 +0000 2022,1491883081564930054
_Camus_0,agencia_fiocruz,Thu Feb 10 21:13:19 +0000 2022,1491883000950411268
_Camus_0,fiocruz,Thu Feb 10 21:13:19 +0000 2022,1491883000950411268
RosaizumiRosa,leninhamoura28,Thu Feb 10 21:12:34 +0000 2022,1491882811283943424
RosaizumiRosa,Sandra08904140,Thu Feb 10 21:12:34 +0000 2022,1491882811283943424
RosaizumiRosa,GFiuza_Oficial,Thu Feb 10 21:12:34 +0000 2022,1491882811283943424
VlademirLouren2,CUT_Brasil,Thu Feb 10 21:11:08 +0000 2022,1491882449030328321
marcelo34776760,CUT_Brasil,Thu Feb 10 21:10:21 +0000 2022,1491882254020354048
AnaKaroline28,agencia_fiocruz,Thu Feb 10 21:08:01 +0000 2022,1491881664359845893
AnaKaroline28,fiocruz,Thu Feb 10 21:08:01 +0000 2022,1491881664359845893
stefany_carli,CUT_Brasil,Thu Feb 10 21:04:58 +0000 2022,1491880896290598921
Warley_Lopes,agencia_fiocruz,Thu Feb 10 21:03:20 +0000 2022,1491880484980334612
Warley_Lopes,fiocruz,Thu Feb 10 21:03:20 +0000 2022,1491880484980334612
maolire,CUT_Brasil,Thu Feb 10 21:01:25 +0000 2022,1491880003168092169
Bot_Corona_V,DanAlcaras,Thu Feb 10 21:00:33 +0000 2022,1491879787912052754
Bot_Corona_V,MEDPUCRio,Thu Feb 10 21:00:33 +0000 2022,1491879787777998853
lucibianchi,AiltonBenedito,Thu Feb 10 20:59:52 +0000 2022,1491879614024724486
Bot_Corona_V,DanAlcaras,Thu Feb 10 20:59:33 +0000 2022,1491879535725486083
arianelicas,DanAlcaras,Thu Feb 10 20:58:58 +0000 2022,1491879386097885185
Bot_Corona_V,BrazilSFE,Thu Feb 10 20:58:33 +0000 2022,1491879283970781187
Bot_Corona_V,merial,Thu Feb 10 20:58:33 +0000 2022,1491879283970781187
Bot_Corona_V,kineta,Thu Feb 10 20:58:33 +0000 2022,1491879283970781187
BrazilSFE,merial,Thu Feb 10 20:58:07 +0000 2022,1491879174226821120
BrazilSFE,kineta,Thu Feb 10 20:58:07 +0000 2022,1491879174226821120
cleide_ita,tvbrasilgov,Thu Feb 10 20:57:58 +0000 2022,1491879136113176576
cleide_ita,minsaude,Thu Feb 10 20:57:58 +0000 2022,1491879136113176576
JornalFla10,gsilvajpan,Thu Feb 10 20:52:42 +0000 2022,1491877809765109762
Jannuzzi18bfr,agencia_fiocruz,Thu Feb 10 20:49:07 +0000 2022,1491876909805977601
Jannuzzi18bfr,fiocruz,Thu Feb 10 20:49:07 +0000 2022,1491876909805977601
Bot_Corona_V,riomaframix,Thu Feb 10 20:46:33 +0000 2022,1491876261181935620
Bot_Corona_V,macaeprefeitura,Thu Feb 10 20:45:32 +0000 2022,1491876009242673154
OrlandoMachado,gersonsalvador,Thu Feb 10 20:44:49 +0000 2022,1491875828514242566
FernandoCesar77,agencia_fiocruz,Thu Feb 10 20:44:22 +0000 2022,1491875714743816204
FernandoCesar77,fiocruz,Thu Feb 10 20:44:22 +0000 2022,1491875714743816204
henrique_jmo,agencia_fiocruz,Thu Feb 10 20:40:43 +0000 2022,1491874796547756036
henrique_jmo,fiocruz,Thu Feb 10 20:40:43 +0000 2022,1491874796547756036
Analima_alef,gersonsalvador,Thu Feb 10 20:40:05 +0000 2022,1491874633951424518
sirlantj,agencia_fiocruz,Thu Feb 10 20:40:01 +0000 2022,1491874617983700996
sirlantj,fiocruz,Thu Feb 10 20:40:01 +0000 2022,1491874617983700996
RevistaMedico,folha,Thu Feb 10 20:39:38 +0000 2022,1491874524408733699
VanderleiComino,minsaude,Thu Feb 10 20:36:18 +0000 2022,1491873682691698699
Eli237809,gersonsalvador,Thu Feb 10 20:36:15 +0000 2022,1491873672096890889
MarciaF77735886,gersonsalvador,Thu Feb 10 20:31:25 +0000 2022,1491872455182503940
crdesigne,agencia_fiocruz,Thu Feb 10 20:27:52 +0000 2022,1491871561716051972
crdesigne,fiocruz,Thu Feb 10 20:27:52 +0000 2022,1491871561716051972
LuizdePaula100,contagemcorona1,Thu Feb 10 20:27:24 +0000 2022,1491871445433020417
nicolaskasprzak,denio_vale,Thu Feb 10 20:26:57 +0000 2022,1491871332296011782
nicolaskasprzak,contagemcorona1,Thu Feb 10 20:26:57 +0000 2022,1491871332296011782
nicolaskasprzak,adaopaiani,Thu Feb 10 20:26:57 +0000 2022,1491871332296011782
nicolaskasprzak,nicolaskasprzak,Thu Feb 10 20:26:57 +0000 2022,1491871332296011782
nicolaskasprzak,MiguelNicolelis,Thu Feb 10 20:26:57 +0000 2022,1491871332296011782
Bot_Corona_V,BlogdoJuares,Thu Feb 10 20:26:31 +0000 2022,1491871223172808705
nicolaskasprzak,denio_vale,Thu Feb 10 20:26:20 +0000 2022,1491871175043174404
nicolaskasprzak,contagemcorona1,Thu Feb 10 20:26:20 +0000 2022,1491871175043174404
nicolaskasprzak,adaopaiani,Thu Feb 10 20:26:20 +0000 2022,1491871175043174404
nicolaskasprzak,nicolaskasprzak,Thu Feb 10 20:26:20 +0000 2022,1491871175043174404
nicolaskasprzak,MiguelNicolelis,Thu Feb 10 20:26:20 +0000 2022,1491871175043174404
fabmascarenhas,agencia_fiocruz,Thu Feb 10 20:25:08 +0000 2022,1491870874940719106
fabmascarenhas,fiocruz,Thu Feb 10 20:25:08 +0000 2022,1491870874940719106
Margot13reserva,hrw_brasil,Thu Feb 10 20:24:40 +0000 2022,1491870757466488832
Margot13reserva,jairbolsonaro,Thu Feb 10 20:24:40 +0000 2022,1491870757466488832
LFragaSantAnna,agencia_fiocruz,Thu Feb 10 20:21:09 +0000 2022,1491869869733818371
LFragaSantAnna,fiocruz,Thu Feb 10 20:21:09 +0000 2022,1491869869733818371
eleizomar,agencia_fiocruz,Thu Feb 10 20:20:21 +0000 2022,1491869669199917060
eleizomar,fiocruz,Thu Feb 10 20:20:21 +0000 2022,1491869669199917060
Icict_Fiocruz,agencia_fiocruz,Thu Feb 10 20:13:06 +0000 2022,1491867844983803905
Icict_Fiocruz,fiocruz,Thu Feb 10 20:13:06 +0000 2022,1491867844983803905
viralvideovlogs,agencia_fiocruz,Thu Feb 10 20:12:33 +0000 2022,1491867706135560193
viralvideovlogs,fiocruz,Thu Feb 10 20:12:33 +0000 2022,1491867706135560193
carvalhogilbert,agencia_fiocruz,Thu Feb 10 20:12:31 +0000 2022,1491867697163943945
carvalhogilbert,fiocruz,Thu Feb 10 20:12:31 +0000 2022,1491867697163943945
Bot_Corona_V,jmm45_,Thu Feb 10 20:09:30 +0000 2022,1491866940851331082
YuriGross5,RadioagenciaEBC,Thu Feb 10 20:09:24 +0000 2022,1491866914108411906
YuriGross5,minsaude,Thu Feb 10 20:09:24 +0000 2022,1491866914108411906
angoneto,AiltonBenedito,Thu Feb 10 20:03:19 +0000 2022,1491865384483540993
DilzaHeredia,AiltonBenedito,Thu Feb 10 20:03:12 +0000 2022,1491865355303718913
yec_terrza,AiltonBenedito,Thu Feb 10 20:01:29 +0000 2022,1491864923542102023
CristinaIeda,AiltonBenedito,Thu Feb 10 20:00:40 +0000 2022,1491864715106074629
Bot_Corona_V,covid19br_,Thu Feb 10 20:00:30 +0000 2022,1491864673955758084
Bot_Corona_V,covid19br_,Thu Feb 10 20:00:30 +0000 2022,1491864673905434628
Bot_Corona_V,botdocovid,Thu Feb 10 20:00:30 +0000 2022,1491864673867767819
Bot_Corona_V,opentefino,Thu Feb 10 20:00:30 +0000 2022,1491864673800667144
RadioagenciaEBC,minsaude,Thu Feb 10 20:00:01 +0000 2022,1491864553226846221
Bot_Corona_V,beatrizdiniz,Thu Feb 10 19:59:30 +0000 2022,1491864421995630593
citypaperbogota,the,Thu Feb 10 19:58:57 +0000 2022,1491864284816674818
