username,mentioned,date,id
jroberto6452,VivianSa13,Fri Feb 11 21:58:23 +0000 2022,1492256726334201859
jroberto6452,Caixa,Fri Feb 11 21:58:23 +0000 2022,1492256726334201859
BrazilSFE,merial,Fri Feb 11 21:58:11 +0000 2022,1492256677017628674
BrazilSFE,kineta,Fri Feb 11 21:58:11 +0000 2022,1492256677017628674
robertogomes13,LuizianneLinsPT,Fri Feb 11 21:58:01 +0000 2022,1492256635032641538
julievr2009,fabioirodrigues,Fri Feb 11 21:57:58 +0000 2022,1492256623800295424
BentoPeixoto2,LulaOficial,Fri Feb 11 21:56:41 +0000 2022,1492256299324747777
BentoPeixoto2,lula,Fri Feb 11 21:56:41 +0000 2022,1492256299324747777
barrgui19,fabioirodrigues,Fri Feb 11 21:55:11 +0000 2022,1492255921392738304
pedro_orlandini,contagemcorona1,Fri Feb 11 21:55:01 +0000 2022,1492255880448032769
JoseHugoHonora2,Finep,Fri Feb 11 21:52:01 +0000 2022,1492255124756078593
Bot_Corona_V,BlogdoJuares,Fri Feb 11 21:51:42 +0000 2022,1492255045022273545
barrgui19,marfcg,Fri Feb 11 21:51:33 +0000 2022,1492255009987342336
claracomvida,MSF_brasil,Fri Feb 11 21:50:01 +0000 2022,1492254623951994881
SosoGarbin,fabioirodrigues,Fri Feb 11 21:49:31 +0000 2022,1492254495971155970
Anselmo_C_Paiva,Agencia_Tambor,Fri Feb 11 21:49:29 +0000 2022,1492254489067372551
pedro_orlandini,fabioirodrigues,Fri Feb 11 21:49:28 +0000 2022,1492254484013191171
Sun_Moon_13,anasizenando,Fri Feb 11 21:48:54 +0000 2022,1492254343675973634
sonia_divinaa,fabioirodrigues,Fri Feb 11 21:48:31 +0000 2022,1492254247076904961
Bot_Corona_V,Dils_santos,Fri Feb 11 21:47:41 +0000 2022,1492254037240160259
JamesFricke19,fabioirodrigues,Fri Feb 11 21:47:28 +0000 2022,1492253981632049163
Samuel66184888,denio_vale,Fri Feb 11 21:45:41 +0000 2022,1492253533248397318
Samuel66184888,eduardopaes,Fri Feb 11 21:45:41 +0000 2022,1492253533248397318
Samuel66184888,ferreirinharj,Fri Feb 11 21:45:41 +0000 2022,1492253533248397318
Samuel66184888,danielsoranz,Fri Feb 11 21:45:41 +0000 2022,1492253533248397318
Samuel66184888,eduardopaes,Fri Feb 11 21:45:41 +0000 2022,1492253533248397318
deaneterra_,contagemcorona1,Fri Feb 11 21:43:46 +0000 2022,1492253051859738627
CandiaCrf,fabioirodrigues,Fri Feb 11 21:43:07 +0000 2022,1492252884813205510
akelamulher,fabioirodrigues,Fri Feb 11 21:41:50 +0000 2022,1492252561704996864
LuciaRSGomes,fabioirodrigues,Fri Feb 11 21:41:07 +0000 2022,1492252382117470211
Dotorabr,fabioirodrigues,Fri Feb 11 21:41:04 +0000 2022,1492252369895280641
chega_cansada,fabioirodrigues,Fri Feb 11 21:40:24 +0000 2022,1492252204052500484
laricotanovaes,fabioirodrigues,Fri Feb 11 21:40:18 +0000 2022,1492252179360620549
edblogue,Agencia_Tambor,Fri Feb 11 21:40:07 +0000 2022,1492252132841504770
davysales,fabioirodrigues,Fri Feb 11 21:39:27 +0000 2022,1492251964612222984
perprecta,fabioirodrigues,Fri Feb 11 21:38:37 +0000 2022,1492251753554882560
Malelo2711,fabioirodrigues,Fri Feb 11 21:38:16 +0000 2022,1492251664392368131
CristianaFc,fabioirodrigues,Fri Feb 11 21:38:02 +0000 2022,1492251608499073037
ana_llouise,marfcg,Fri Feb 11 21:37:07 +0000 2022,1492251378542157836
jfbezerra2,marfcg,Fri Feb 11 21:36:42 +0000 2022,1492251271813808131
nicolaskasprzak,marfcg,Fri Feb 11 21:35:00 +0000 2022,1492250844720476161
LRoger_Arq,fabioirodrigues,Fri Feb 11 21:34:37 +0000 2022,1492250745634279424
azavascki,marfcg,Fri Feb 11 21:34:25 +0000 2022,1492250696871288838
MarKubik,fabioirodrigues,Fri Feb 11 21:33:02 +0000 2022,1492250346978217987
Pretinha_crazy,fabioirodrigues,Fri Feb 11 21:30:58 +0000 2022,1492249828578967560
URSULABATISTA,bublitz_a,Fri Feb 11 21:30:41 +0000 2022,1492249755564523527
LucasCGarcez1,fabioirodrigues,Fri Feb 11 21:30:15 +0000 2022,1492249646533681154
ThiagoC93001399,contagemcorona1,Fri Feb 11 21:29:41 +0000 2022,1492249507668676609
daniimedusaa,fabioirodrigues,Fri Feb 11 21:29:32 +0000 2022,1492249469013868544
ThiagoC93001399,fabioirodrigues,Fri Feb 11 21:29:09 +0000 2022,1492249372683390979
cris_rodriiigue,fabioirodrigues,Fri Feb 11 21:28:50 +0000 2022,1492249290328219659
MarthaCarneiro1,fabioirodrigues,Fri Feb 11 21:28:46 +0000 2022,1492249275753017351
carlosalmo,fabioirodrigues,Fri Feb 11 21:28:06 +0000 2022,1492249107485925379
detetivevsilva,fabioirodrigues,Fri Feb 11 21:28:05 +0000 2022,1492249104696713229
pinpinmeuamor,fabioirodrigues,Fri Feb 11 21:27:53 +0000 2022,1492249050992807939
arturleon_,fabioirodrigues,Fri Feb 11 21:27:27 +0000 2022,1492248943077515265
analicet25,fabioirodrigues,Fri Feb 11 21:27:27 +0000 2022,1492248942851014659
LARAo_0,fabioirodrigues,Fri Feb 11 21:27:26 +0000 2022,1492248940514791424
BrasEliana,fabioirodrigues,Fri Feb 11 21:26:02 +0000 2022,1492248587723583488
alecosta36,fabioirodrigues,Fri Feb 11 21:26:02 +0000 2022,1492248587673260039
AndersonBrito_,marfcg,Fri Feb 11 21:26:02 +0000 2022,1492248586788257794
daciofarma,marfcg,Fri Feb 11 21:25:43 +0000 2022,1492248507981475843
letitbeana,fabioirodrigues,Fri Feb 11 21:25:41 +0000 2022,1492248497889984514
diegoricardox,marfcg,Fri Feb 11 21:25:14 +0000 2022,1492248385956585475
silvrib,contagemcorona1,Fri Feb 11 21:25:04 +0000 2022,1492248345800331266
tparanhos,fabioirodrigues,Fri Feb 11 21:25:01 +0000 2022,1492248333355823105
viralvideovlogs,fabioirodrigues,Fri Feb 11 21:24:21 +0000 2022,1492248163536805888
YE0N1TY,jiminsbybaby,Fri Feb 11 21:23:42 +0000 2022,1492248000068005888
alinefortuna2,marfcg,Fri Feb 11 21:21:41 +0000 2022,1492247490992783365
ana_llouise,contagemcorona1,Fri Feb 11 21:19:11 +0000 2022,1492246865236172804
anafs_rep_fr,NacoesUnidas,Fri Feb 11 21:19:04 +0000 2022,1492246836073091074
neco_anastacio,contagemcorona1,Fri Feb 11 21:19:00 +0000 2022,1492246817660190724
juRR124,contagemcorona1,Fri Feb 11 21:18:36 +0000 2022,1492246714559967239
IamMarianitta,contagemcorona1,Fri Feb 11 21:17:30 +0000 2022,1492246440655077377
Bot_Corona_V,adbrasil,Fri Feb 11 21:16:40 +0000 2022,1492246230331801602
ThiagoC93001399,contagemcorona1,Fri Feb 11 21:16:24 +0000 2022,1492246162451087361
Bot_Corona_V,BrazilSFE,Fri Feb 11 21:15:40 +0000 2022,1492245976517693454
Bot_Corona_V,Wyeth,Fri Feb 11 21:15:40 +0000 2022,1492245976517693454
Bot_Corona_V,Zoetis,Fri Feb 11 21:15:40 +0000 2022,1492245976517693454
Bot_Corona_V,merial,Fri Feb 11 21:15:40 +0000 2022,1492245976517693454
BrazilSFE,Wyeth,Fri Feb 11 21:15:14 +0000 2022,1492245868317192195
BrazilSFE,Zoetis,Fri Feb 11 21:15:14 +0000 2022,1492245868317192195
juRR124,contagemcorona1,Fri Feb 11 21:13:54 +0000 2022,1492245535159422979
josegallucci,marfcg,Fri Feb 11 21:11:52 +0000 2022,1492245020061093888
ThiagoC93001399,marfcg,Fri Feb 11 21:11:10 +0000 2022,1492244847188713476
guipmello,SaudeGovRJ,Fri Feb 11 21:09:50 +0000 2022,1492244509232664582
Barrazine,SaudeGovRJ,Fri Feb 11 21:09:35 +0000 2022,1492244446833954827
transitorj,SaudeGovRJ,Fri Feb 11 21:09:31 +0000 2022,1492244428886577157
MauricioPontes,marfcg,Fri Feb 11 21:07:08 +0000 2022,1492243831802286080
Bot_Corona_V,DanAlcaras,Fri Feb 11 21:06:39 +0000 2022,1492243709378936838
viralvideovlogs,portalVALENTlNA,Fri Feb 11 21:05:47 +0000 2022,1492243492533374977
viralvideovlogs,f5online_,Fri Feb 11 21:05:47 +0000 2022,1492243492533374977
JampaRobo,portalVALENTlNA,Fri Feb 11 21:05:44 +0000 2022,1492243478180413440
JampaRobo,f5online_,Fri Feb 11 21:05:44 +0000 2022,1492243478180413440
portalVALENTlNA,f5online_,Fri Feb 11 21:04:11 +0000 2022,1492243086516404228
correfrotinha,marfcg,Fri Feb 11 21:02:28 +0000 2022,1492242654612135938
viralvideovlogs,DanAlcaras,Fri Feb 11 21:00:47 +0000 2022,1492242233260752897
Bot_Corona_V,DanAlcaras,Fri Feb 11 21:00:39 +0000 2022,1492242197860790272
dani_danitsa,marfcg,Fri Feb 11 21:00:00 +0000 2022,1492242037772627982
Bot_Corona_V,BrazilSFE,Fri Feb 11 20:58:39 +0000 2022,1492241694103949315
Bot_Corona_V,merial,Fri Feb 11 20:58:39 +0000 2022,1492241694103949315
Bot_Corona_V,kineta,Fri Feb 11 20:58:39 +0000 2022,1492241694103949315
andreamb,marfcg,Fri Feb 11 20:58:30 +0000 2022,1492241659232501760
BrazilSFE,merial,Fri Feb 11 20:58:10 +0000 2022,1492241574272589839
BrazilSFE,kineta,Fri Feb 11 20:58:10 +0000 2022,1492241574272589839
Bot_Corona_V,DanAlcaras,Fri Feb 11 20:57:39 +0000 2022,1492241444492435459
MCrisLemos,marfcg,Fri Feb 11 20:57:07 +0000 2022,1492241310568357893
b_ishigami,marfcg,Fri Feb 11 20:56:24 +0000 2022,1492241131337392130
Fraan_Moreiraa_,marfcg,Fri Feb 11 20:54:23 +0000 2022,1492240624053014528
Capyvara,marfcg,Fri Feb 11 20:54:22 +0000 2022,1492240616973115399
Everton_Luis,marfcg,Fri Feb 11 20:54:21 +0000 2022,1492240615983259650
marisonl,marfcg,Fri Feb 11 20:52:36 +0000 2022,1492240175178686467
alanie,marfcg,Fri Feb 11 20:52:06 +0000 2022,1492240047122354180
perminio1,marfcg,Fri Feb 11 20:51:31 +0000 2022,1492239900929835014
PauloAmoretty,agencia_fiocruz,Fri Feb 11 20:51:17 +0000 2022,1492239840800350213
PauloAmoretty,fiocruz,Fri Feb 11 20:51:17 +0000 2022,1492239840800350213
mellziland,marfcg,Fri Feb 11 20:50:03 +0000 2022,1492239530690293763
Comprova,sbtnews,Fri Feb 11 20:50:01 +0000 2022,1492239523501293570
viovica2000,Covid19DailyDta,Fri Feb 11 20:49:59 +0000 2022,1492239515305578501
Sun_Moon_13,areavip,Fri Feb 11 20:48:28 +0000 2022,1492239131338018818
LFernando75,UOLNoticias,Fri Feb 11 20:44:18 +0000 2022,1492238084469137410
LFernando75,minsaude,Fri Feb 11 20:44:18 +0000 2022,1492238084469137410
PeterMr,contagemcorona1,Fri Feb 11 20:43:04 +0000 2022,1492237775961268230
ThiagoC93001399,contagemcorona1,Fri Feb 11 20:40:13 +0000 2022,1492237056977907730
ThiagoC93001399,contagemcorona1,Fri Feb 11 20:38:02 +0000 2022,1492236508933369863
Bot_Corona_V,pmbrusque,Fri Feb 11 20:30:37 +0000 2022,1492234640677027844
jujusilveirass,bublitz_a,Fri Feb 11 20:26:23 +0000 2022,1492233574497591300
jaspionik,tvbrasilgov,Fri Feb 11 20:23:06 +0000 2022,1492232749696139267
viralvideovlogs,LabcidadeFAUUSP,Fri Feb 11 20:18:45 +0000 2022,1492231653049184259
paulafsantoro,LabcidadeFAUUSP,Fri Feb 11 20:18:43 +0000 2022,1492231648339013637
Bot_Corona_V,beatrizdiniz,Fri Feb 11 20:18:36 +0000 2022,1492231617917722628
Timao_p_Sempre,OPASOMSBrasil,Fri Feb 11 20:18:13 +0000 2022,1492231520685379584
Adla45254610,MEZIANE_EMM,Fri Feb 11 20:08:51 +0000 2022,1492229162639183878
CandiaCrf,contagemcorona1,Fri Feb 11 20:07:46 +0000 2022,1492228889162170378
anamonicabb,bublitz_a,Fri Feb 11 20:05:07 +0000 2022,1492228222884397062
Bot_Corona_V,covid19br_,Fri Feb 11 20:00:35 +0000 2022,1492227083942219777
Bot_Corona_V,covid19br_,Fri Feb 11 20:00:35 +0000 2022,1492227083929632768
Bot_Corona_V,BrazilSFE,Fri Feb 11 19:58:35 +0000 2022,1492226579719725056
Bot_Corona_V,merial,Fri Feb 11 19:58:35 +0000 2022,1492226579719725056
Bot_Corona_V,kineta,Fri Feb 11 19:58:35 +0000 2022,1492226579719725056
BrazilSFE,merial,Fri Feb 11 19:58:07 +0000 2022,1492226462447026181
BrazilSFE,kineta,Fri Feb 11 19:58:07 +0000 2022,1492226462447026181
KalyLuna2,agencia_fiocruz,Fri Feb 11 19:55:01 +0000 2022,1492225681236889604
KalyLuna2,fiocruz,Fri Feb 11 19:55:01 +0000 2022,1492225681236889604
viralvideovlogs,cassialorenatei,Fri Feb 11 19:53:43 +0000 2022,1492225355406528519
mirsantos,agencia_fiocruz,Fri Feb 11 19:50:16 +0000 2022,1492224488435507206
mirsantos,fiocruz,Fri Feb 11 19:50:16 +0000 2022,1492224488435507206
viralvideovlogs,contagemcorona1,Fri Feb 11 19:50:16 +0000 2022,1492224486254469127
acg747,contagemcorona1,Fri Feb 11 19:50:15 +0000 2022,1492224482999738372
DaltoJmb,paulacarvalho,Fri Feb 11 19:48:55 +0000 2022,1492224148021600263
acg747,contagemcorona1,Fri Feb 11 19:45:20 +0000 2022,1492223246917324803
bcs19764,contagemcorona1,Fri Feb 11 19:45:07 +0000 2022,1492223190596268032
bcs19764,Metropoles,Fri Feb 11 19:45:07 +0000 2022,1492223190596268032
C_Anonymous396,CeceCecespuffs,Fri Feb 11 19:44:33 +0000 2022,1492223046211538948
Bot_Corona_V,opentefino,Fri Feb 11 19:43:34 +0000 2022,1492222801163468813
Bot_Corona_V,tvtecjundiai,Fri Feb 11 19:42:34 +0000 2022,1492222549232652289
viralvideovlogs,contagemcorona1,Fri Feb 11 19:41:42 +0000 2022,1492222332332556294
LuizdePaula100,contagemcorona1,Fri Feb 11 19:41:41 +0000 2022,1492222328650014722
IamMarianitta,contagemcorona1,Fri Feb 11 19:40:56 +0000 2022,1492222137582686212
viralvideovlogs,agencia_fiocruz,Fri Feb 11 19:40:15 +0000 2022,1492221967574908934
viralvideovlogs,fiocruz,Fri Feb 11 19:40:15 +0000 2022,1492221967574908934
SargentoGarcia,agencia_fiocruz,Fri Feb 11 19:40:13 +0000 2022,1492221955931529223
SargentoGarcia,fiocruz,Fri Feb 11 19:40:13 +0000 2022,1492221955931529223
henrique_jmo,contagemcorona1,Fri Feb 11 19:38:26 +0000 2022,1492221507120111622
angelarosane,agencia_fiocruz,Fri Feb 11 19:38:18 +0000 2022,1492221475033600001
angelarosane,fiocruz,Fri Feb 11 19:38:18 +0000 2022,1492221475033600001
nicolaskasprzak,contagemcorona1,Fri Feb 11 19:38:08 +0000 2022,1492221433967173638
DulceHelenaMen2,agencia_fiocruz,Fri Feb 11 19:37:52 +0000 2022,1492221366287880192
DulceHelenaMen2,fiocruz,Fri Feb 11 19:37:52 +0000 2022,1492221366287880192
fiocruz,agencia_fiocruz,Fri Feb 11 19:37:42 +0000 2022,1492221322432327684
fiocruz,fiocruz,Fri Feb 11 19:37:42 +0000 2022,1492221322432327684
agencia_fiocruz,fiocruz,Fri Feb 11 19:37:28 +0000 2022,1492221264878051330
samusaraiva,AiltonBenedito,Fri Feb 11 19:35:25 +0000 2022,1492220751470108682
CyRafaelamarani,CyRafaelamarani,Fri Feb 11 19:34:18 +0000 2022,1492220468434194433
