username,mentioned,date,id
MariaMariatnpt,contagemcorona1,Sat Feb 12 23:55:34 +0000 2022,1492648604598689792
LuizdePaula100,contagemcorona1,Sat Feb 12 23:50:22 +0000 2022,1492647298991599617
cvu_cvu,OPASOMSBrasil,Sat Feb 12 23:42:11 +0000 2022,1492645237147193354
AdrianaT9735,AngelBoligan,Sat Feb 12 23:41:46 +0000 2022,1492645135456288769
AdrianaT9735,El_Universal_Mx,Sat Feb 12 23:41:46 +0000 2022,1492645135456288769
AdrianaT9735,Univ_Opinion,Sat Feb 12 23:41:46 +0000 2022,1492645135456288769
cvu_cvu,OPASOMSBrasil,Sat Feb 12 23:41:36 +0000 2022,1492645090275250181
FabioPellegrini,AfpChecamos,Sat Feb 12 23:41:32 +0000 2022,1492645074462773251
Marciomac21,minsaude,Sat Feb 12 23:37:59 +0000 2022,1492644183152250884
BGenebra,OPASOMSBrasil,Sat Feb 12 23:33:47 +0000 2022,1492643126053384193
BGenebra,DirOPSPAHO,Sat Feb 12 23:33:47 +0000 2022,1492643126053384193
BGenebra,OPASOMSBrasil,Sat Feb 12 23:33:44 +0000 2022,1492643113659252744
BGenebra,OPASOMSBrasil,Sat Feb 12 23:33:42 +0000 2022,1492643103202807814
BGenebra,OPASOMSBrasil,Sat Feb 12 23:33:40 +0000 2022,1492643095099367425
BGenebra,AfpChecamos,Sat Feb 12 23:33:27 +0000 2022,1492643040099508224
BGenebra,agenciabrasil,Sat Feb 12 23:33:19 +0000 2022,1492643007199330304
BGenebra,minsaude,Sat Feb 12 23:33:19 +0000 2022,1492643007199330304
Bot_Corona_V,alexlimareal,Sat Feb 12 23:27:17 +0000 2022,1492641488336998406
turicas,brasil_io,Sat Feb 12 23:24:43 +0000 2022,1492640841353023491
turicas,brasil_io,Sat Feb 12 23:24:43 +0000 2022,1492640841353023491
acao32,socioambiental,Sat Feb 12 23:19:34 +0000 2022,1492639548312010759
ALavandula,brasil_io,Sat Feb 12 23:18:15 +0000 2022,1492639213900255232
ALavandula,brasil_io,Sat Feb 12 23:18:15 +0000 2022,1492639213900255232
Bot_Corona_V,adbrasil,Sat Feb 12 23:17:16 +0000 2022,1492638969464557576
brasil_io,brasil_io,Sat Feb 12 23:16:16 +0000 2022,1492638715797295115
Bot_Corona_V,BrazilSFE,Sat Feb 12 23:15:16 +0000 2022,1492638465640521732
Bot_Corona_V,Wyeth,Sat Feb 12 23:15:16 +0000 2022,1492638465640521732
Bot_Corona_V,Zoetis,Sat Feb 12 23:15:16 +0000 2022,1492638465640521732
Bot_Corona_V,merial,Sat Feb 12 23:15:16 +0000 2022,1492638465640521732
BrazilSFE,Wyeth,Sat Feb 12 23:15:08 +0000 2022,1492638429263314958
BrazilSFE,Zoetis,Sat Feb 12 23:15:08 +0000 2022,1492638429263314958
Brasil08704642,AfpChecamos,Sat Feb 12 23:10:39 +0000 2022,1492637301930958848
health_donn,projmandacaru,Sat Feb 12 23:06:38 +0000 2022,1492636292529668096
meuguIagminhav,socioambiental,Sat Feb 12 23:02:44 +0000 2022,1492635312413188104
_ExploraDigital,kimpaim,Sat Feb 12 22:59:15 +0000 2022,1492634433232543745
mates_pospa12,socioambiental,Sat Feb 12 22:57:00 +0000 2022,1492633869253844996
Jonathan_Tank,AfpChecamos,Sat Feb 12 22:56:22 +0000 2022,1492633707471159300
_ExploraDigital,UOLNoticias,Sat Feb 12 22:52:16 +0000 2022,1492632674678226945
Antonio08305021,contagemcorona1,Sat Feb 12 22:50:33 +0000 2022,1492632244128784384
vaneasimivrsa,jornal_cultura,Sat Feb 12 22:48:47 +0000 2022,1492631801319374857
FeSa972,contagemcorona1,Sat Feb 12 22:46:11 +0000 2022,1492631143748972548
FeSa972,contagemcorona1,Sat Feb 12 22:45:54 +0000 2022,1492631076023451651
FeSa972,contagemcorona1,Sat Feb 12 22:45:37 +0000 2022,1492631003810209794
FeSa972,contagemcorona1,Sat Feb 12 22:44:54 +0000 2022,1492630821420900356
FeSa972,contagemcorona1,Sat Feb 12 22:44:42 +0000 2022,1492630774297862147
FeSa972,contagemcorona1,Sat Feb 12 22:44:30 +0000 2022,1492630722703724551
FeSa972,contagemcorona1,Sat Feb 12 22:44:18 +0000 2022,1492630670681772035
FeSa972,contagemcorona1,Sat Feb 12 22:40:33 +0000 2022,1492629729236688907
Felipe_Selol,PlenoNews,Sat Feb 12 22:27:18 +0000 2022,1492626394383360001
foragarimpo,socioambiental,Sat Feb 12 22:27:04 +0000 2022,1492626332806750214
lecticia_paiva,marfcg,Sat Feb 12 22:25:08 +0000 2022,1492625847911698436
