Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering
anicaferrero,anicaferrero,,0,1,1,0,1,1,1,1,1,0,4,0,634,0
Mary_joejoe,Mary_joejoe,,0,1,1,0,1,1,1,1,1,0,4,0,635,0
RizzatoMarcello,RizzatoMarcello,,0,1,1,0,1,1,1,1,1,0,4,0,636,0
mirsantos,mirsantos,,0,12,12,0,22,22,2,0.65,0.730769,0,76,0,640,0.022727
ozirismg,ozirismg,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,641,0
brasil61_,brasil61_,,2,3,5,2,6,8,1,1,1,0,4,0,251,0.05
GovernoMA,GovernoMA,,1,0,1,1,0,1,0,0,0,0,4,0,250,0
FlavioDino,FlavioDino,,1,0,1,1,0,1,0,0,0,0,4,0,249,0
AledeAndradeIII,AledeAndradeIII,,2,2,4,3,5,8,1,1,1,0,28,0,643,0.5
SBInfectologia,SBInfectologia,,3,0,3,5,0,5,0,0,0,0,28,0,642,0.166667
jonatasantos90,jonatasantos90,,0,1,1,0,1,1,1,1,1,0,4,0,644,0
leoheaste,leoheaste,,0,2,2,0,8,8,2,0.75,0.833333,0,8,0,645,0.5
ComelioS,ComelioS,,0,1,1,0,1,1,2,0.6,0.666667,0,31,0,646,0
ONUNews,ONUNews,,5,2,7,7,2,9,1,1,1,0,31,0,121,0.142857
neco_anastacio,neco_anastacio,,0,1,1,0,15,15,2,0.545455,0.583333,0,10,0,647,0
sigancan,sigancan,,0,1,1,0,1,1,1,1,1,0,29,0,648,0
SSalud_mx,SSalud_mx,,107,0,107,245,0,245,0,0,0,0,29,0,411,0
TVClube_,TVClube_,,1,0,1,1,0,1,0,0,0,0,1,1,439,0
angelarosane,angelarosane,,0,4,4,0,6,6,1,1,1,0,76,0,649,0.333333
Marcosboniatti,Marcosboniatti,,0,1,1,0,1,1,1,1,1,0,4,0,650,0
Dhafneh,Dhafneh,,0,2,2,0,2,2,2,0.666667,0.75,0,76,0,651,0
JMartinsFilho2,JMartinsFilho2,,0,1,1,0,2,2,3,0.413793,0.458333,0,4,0,652,0
CiprianyPatriot,CiprianyPatriot,,0,1,1,0,1,1,1,1,1,0,4,0,653,0
Luitzr,Luitzr,,0,2,2,0,2,2,1,1,1,0,4,0,654,0
manuelale69,manuelale69,,0,1,1,0,1,1,1,1,1,0,30,19,656,0
MinSaludGuate,MinSaludGuate,,1,0,1,1,0,1,0,0,0,0,30,19,655,0
BaiaRodrigues,BaiaRodrigues,,0,2,2,0,2,2,1,1,1,0,4,0,657,0
FMUSPoficial,FMUSPoficial,,2,0,2,2,0,2,0,0,0,0,4,0,321,0
MRJACKSONJOSEPH,MRJACKSONJOSEPH,,0,3,3,0,9,9,2,0.8,0.875,0,8,0,659,0.166667
RodrigoFrutuoso,RodrigoFrutuoso,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,660,0
JOrleti,JOrleti,,0,1,1,0,1,1,2,0.666667,0.75,0,76,0,661,0
StelaSalgado,StelaSalgado,,0,1,1,0,1,1,2,0.666667,0.75,0,76,0,662,0
henriquepcruz,henriquepcruz,,1,0,1,1,0,1,0,0,0,0,0,0,282,0
candidoalex,candidoalex,,0,1,1,0,1,1,1,1,1,0,25,0,663,0
wvsaborido,wvsaborido,,0,1,1,0,1,1,1,1,1,0,4,0,664,0
isabecarve,isabecarve,,0,1,1,0,1,1,2,0.6,0.666667,0,8,0,665,0
Walliiison,Walliiison,,0,1,1,0,1,1,1,1,1,0,4,0,666,0
OnSafety_app,OnSafety_app,,1,0,1,1,0,1,0,0,0,0,0,0,281,0
MarinesWitzke,MarinesWitzke,,0,3,3,0,6,6,2,0.666667,0.75,0,10,0,667,0.333333
marabianchetti,marabianchetti,,0,1,1,0,1,1,1,1,1,0,76,0,668,0
prefeiturabh,prefeiturabh,,3,0,3,3,0,3,0,0,0,0,76,0,115,0.166667
Valter63722020,Valter63722020,,0,4,4,0,4,4,1,1,1,0,38,0,673,0
BancariosIpat,BancariosIpat,,1,0,1,1,0,1,0,0,0,0,38,0,672,0
lukinhascais,lukinhascais,,0,1,1,0,1,1,2,0.666667,0.75,0,5,0,675,0
claracomvida,claracomvida,,2,1,3,2,1,3,1,1,1,0,5,0,674,0
RICARDOSALES2,RICARDOSALES2,,0,3,3,0,14,14,1,1,1,0,4,0,676,0.166667
tvbrasilgov,tvbrasilgov,,28,1,29,51,5,56,1,1,1,0,4,0,322,0.033251
Covid_19DC,Covid_19DC,,0,1,1,0,1,1,2,0.666667,0.75,0,5,0,677,0
djcruzramos74,djcruzramos74,,0,1,1,0,1,1,1,1,1,0,4,0,678,0
paisefilhos,paisefilhos,,10,0,10,10,0,10,0,0,0,0,80,0,237,0
GondimLavinia,GondimLavinia,,0,3,3,0,3,3,1,1,1,0,41,0,679,0.333333
Maurorezendepsi,Maurorezendepsi,,0,1,1,0,1,1,1,1,1,0,4,0,680,0
Grupo_DDP,Grupo_DDP,,0,2,2,0,3,3,2,0.75,0.833333,0,31,0,681,0.5
NacoesUnidas,NacoesUnidas,,22,2,24,33,5,38,1,1,1,0.000002,31,0,8,0.014493
LiliaRRS8,LiliaRRS8,,0,1,1,0,1,1,1,1,1,0,4,0,682,0
PortalMultiplix,PortalMultiplix,,2,0,2,7,0,7,0,0,0,0,0,0,280,0
sulinformacao,sulinformacao,,6,0,6,31,0,31,0,0,0,0,0,0,279,0
innnmvs,innnmvs,,0,1,1,0,4,4,1,1,1,0,29,0,683,0
ama_gov_pt,ama_gov_pt,,0,1,1,0,1,1,2,0.6,0.666667,0,8,0,684,0
aprovinciadopa,aprovinciadopa,,1,1,2,1,1,2,0,0,0,0,32,20,685,0
JosBenicioSous5,JosBenicioSous5,,0,1,1,0,1,1,1,1,1,0,4,0,686,0
nncoelho,nncoelho,,0,1,1,0,1,1,1,1,1,0,33,21,688,0
SocCardioESP,SocCardioESP,,2,0,2,2,0,2,0,0,0,0,33,21,687,0
prefechapeco,prefechapeco,,4,0,4,10,0,10,0,0,0,0,0,0,270,0
DanilloBrhaz,DanilloBrhaz,,0,1,1,0,1,1,1,1,1,0,4,0,689,0
HufnagelJunior,HufnagelJunior,,0,1,1,0,3,3,1,1,1,0,38,0,691,0
ady_news,ady_news,,18,0,18,38,0,38,0,0,0,0,38,0,690,0
educardocarlos,educardocarlos,,0,1,1,0,1,1,1,1,1,0,34,22,693,0
abraincoficial,abraincoficial,,1,0,1,1,0,1,0,0,0,0,34,22,692,0
Brasil88602987,Brasil88602987,,0,1,1,0,1,1,1,1,1,0,4,0,694,0
Brookexxsaku,Brookexxsaku,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,695,0
carlosa20472949,carlosa20472949,,0,1,1,0,1,1,1,1,1,0,35,23,697,0
TV_Piaui,TV_Piaui,,1,0,1,1,0,1,0,0,0,0,35,23,696,0
evelozaf62,evelozaf62,,0,1,1,0,1,1,2,0.6,0.666667,0,8,0,698,0
Davi14387348,Davi14387348,,0,1,1,0,1,1,1,1,1,0,4,0,699,0
BRagronegocio,BRagronegocio,,0,1,1,0,1,1,1,1,1,0,36,24,701,0
destaquerural,destaquerural,,1,0,1,1,0,1,0,0,0,0,36,24,700,0
Srgio45860350,Srgio45860350,,0,1,1,0,1,1,1,1,1,0,4,0,702,0
JUANAARMENTA6,JUANAARMENTA6,,0,2,2,0,2,2,1,1,1,0,37,25,705,0.5
hojaderutamexic,hojaderutamexic,,2,1,3,2,1,3,1,1,1,0,37,25,704,0.333333
gobiernozac,gobiernozac,,3,0,3,3,0,3,0,0,0,0,37,25,703,0.333333
m_soldati,m_soldati,,0,1,1,0,13,13,1,1,1,0,38,0,706,0
Byna3690,Byna3690,,0,1,1,0,3,3,1,1,1,0,38,0,707,0
gersonofficiell,gersonofficiell,,2,0,2,3,0,3,0,0,0,0,0,0,269,0
quarentena_bot,quarentena_bot,,0,12,12,0,14,14,2,0.8,0.875,0,5,0,715,0.007576
AntonioFlauzin1,AntonioFlauzin1,,0,1,1,0,5,5,2,0.545455,0.583333,0,10,0,716,0
mariaspsicologa,mariaspsicologa,,0,1,1,0,1,1,1,1,1,0,4,0,717,0
AnaKaroline28,AnaKaroline28,,0,4,4,0,7,7,2,0.666667,0.75,0,10,0,718,0.25
danielguimaf,danielguimaf,,13,1,14,34,9,43,0,0,0,0,5,0,376,0.076923
diogenes_fran,diogenes_fran,,0,3,3,0,4,4,1,1,1,0,38,0,719,0
spbancarios,spbancarios,,12,0,12,15,0,15,0,0,0,0,38,0,669,0
bolsonaro2022ok,bolsonaro2022ok,,0,1,1,0,1,1,1,1,1,0,4,0,720,0
_jayninhaah,_jayninhaah,,0,1,1,0,2,2,1,1,1,0,0,0,721,0
beldeplantao,beldeplantao,,2,0,2,4,0,4,0,0,0,0,0,0,261,0
norditalia2020,norditalia2020,,0,1,1,0,1,1,1,1,1,0,39,26,723,0
meloni,meloni,,1,0,1,1,0,1,0,0,0,0,39,26,722,0
_JPGuerra,_JPGuerra,,1,2,3,1,3,4,1,1,1,0,5,0,709,0.166667
ChelseaFC,ChelseaFC,,6,0,6,7,0,7,0,0,0,0,5,0,132,0.133333
Alhilal_FC,Alhilal_FC,,1,0,1,1,0,1,0,0,0,0,5,0,708,0
Clodoal32241459,Clodoal32241459,,0,1,1,0,1,1,1,1,1,0,4,0,724,0
garimpodeacoes,garimpodeacoes,,0,1,1,0,1,1,1,1,1,0,4,0,725,0
batalhaespirit,batalhaespirit,,0,1,1,0,1,1,1,1,1,0,4,0,726,0
Cleuza2021,Cleuza2021,,0,4,4,0,5,5,3,0.479167,0.543478,0,10,0,727,0
congressoemfoco,congressoemfoco,,11,0,11,11,0,11,0,0,0,0,10,0,6,0
Francis57764581,Francis57764581,,0,1,1,0,1,1,1,1,1,0,4,0,728,0
Juanita61348092,Juanita61348092,,0,1,1,0,1,1,1,1,1,0,4,0,729,0
KnigthEverton,KnigthEverton,,0,1,1,0,1,1,1,1,1,0,4,0,730,0
Solange96370314,Solange96370314,,0,1,1,0,1,1,1,1,1,0,4,0,731,0
LinoJeova,LinoJeova,,0,1,1,0,1,1,1,1,1,0,4,0,732,0
RafaelBastian16,RafaelBastian16,,0,1,1,0,1,1,1,1,1,0,4,0,733,0
SaudeMG,SaudeMG,,6,0,6,19,0,19,0,0,0,0,0,0,212,0.066667
BrCovidBot_1,BrCovidBot_1,,4,0,4,22,0,22,0,0,0,0,0,0,268,0
edinilson_sramo,edinilson_sramo,,0,1,1,0,1,1,1,1,1,0,4,0,734,0
AguinaldoPetrin,AguinaldoPetrin,,0,1,1,0,1,1,1,1,1,0,4,0,735,0
MidiaInformal,MidiaInformal,,2,1,3,4,2,6,1,1,1,0,0,0,267,0.166667
InformeRJO,InformeRJO,,2,0,2,4,0,4,0,0,0,0,0,0,266,0.5
TrasElValle_OBC,TrasElValle_OBC,,4,2,6,21,18,39,1,1,1,0,40,0,141,0.416667
jjaranaz94,jjaranaz94,,3,2,5,19,18,37,1,1,1,0,40,0,141,0.666667
CFKlebelor,CFKlebelor,,0,1,1,0,1,1,1,1,1,0,8,0,736,0
soldierof0din,soldierof0din,,0,3,3,0,3,3,1,1,1,0,4,0,737,0.166667
MFreireB_13,MFreireB_13,,0,7,7,0,8,8,1,1,1,0,41,0,742,0.02381
VozProgressista,VozProgressista,,1,1,2,1,1,2,1,1,1,0,41,0,741,0.5
alexandrekalil,alexandrekalil,,2,0,2,2,0,2,0,0,0,0,41,0,740,0.5
raphamsenna,raphamsenna,,0,1,1,0,5,5,1,1,1,0,42,0,743,0
dieviviarruda,dieviviarruda,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,744,0
casacivilbr,casacivilbr,,3,0,3,8,0,8,0,0,0,0,4,0,498,0
JampaRobo,JampaRobo,,0,7,7,0,19,19,2,0.705882,0.791667,0,147,0,747,0.047619
profetadorancor,profetadorancor,,0,1,1,0,28,28,2,0.545455,0.583333,0,10,0,748,0
RosiMarinato,RosiMarinato,,0,1,1,0,1,1,1,1,1,0,4,0,749,0
bre1602,bre1602,,0,1,1,0,1,1,1,1,1,0,4,0,750,0
InaraBirnfeld,InaraBirnfeld,,0,1,1,0,1,1,1,1,1,0,4,0,751,0
Dulobs1,Dulobs1,,0,2,2,0,3,3,1,1,1,0,4,0,752,0
Migpih,Migpih,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,753,0
GEORGEP23802081,GEORGEP23802081,,0,1,1,0,1,1,1,1,1,0,4,0,754,0
Lassa62939836,Lassa62939836,,0,1,1,0,1,1,1,1,1,0,4,0,755,0
Fefa_Gouveia,Fefa_Gouveia,,0,6,6,0,20,20,3,0.495413,0.533951,0,10,0,756,0.333333
RaySouz93221370,RaySouz93221370,,0,1,1,0,1,1,1,1,1,0,4,0,757,0
goianiabot,goianiabot,,0,5,5,0,9,9,2,0.666667,0.75,0,66,0,761,0
prefeituradegyn,prefeituradegyn,,2,0,2,3,0,3,0,0,0,0,66,0,760,0
Helenic93752169,Helenic93752169,,0,1,1,0,1,1,1,1,1,0,4,0,762,0
EleitorBr73,EleitorBr73,,0,1,1,0,1,1,1,1,1,0,4,0,763,0
jccouceiro,jccouceiro,,0,1,1,0,2,2,1,1,1,0,25,0,764,0
VaLmirBR_rj,VaLmirBR_rj,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,765,0
Joseniakk,Joseniakk,,0,1,1,0,1,1,1,1,1,0,25,0,766,0
euzasp,euzasp,,0,1,1,0,1,1,1,1,1,0,25,0,767,0
MariaBo36810267,MariaBo36810267,,0,1,1,0,1,1,1,1,1,0,25,0,768,0
farmacialgarve,farmacialgarve,,0,1,1,0,1,1,1,1,1,0,8,0,769,0
SylviaMinion3,SylviaMinion3,,0,1,1,0,2,2,1,1,1,0,25,0,770,0
cassionseabra,cassionseabra,,0,1,1,0,1,1,1,1,1,0,4,0,771,0
CardosoZL,CardosoZL,,0,1,1,0,1,1,1,1,1,0,4,0,772,0
Joclau53,Joclau53,,0,1,1,0,1,1,1,1,1,0,41,0,773,0
wedduarda,wedduarda,,0,1,1,0,1,1,1,1,1,0,19,0,774,0
flaviofachel,flaviofachel,,117,0,117,139,0,139,0,0,0,0,19,0,136,0.000074
christa_wanke,christa_wanke,,0,3,3,0,5,5,2,0.714286,0.8,0,76,0,775,0
Edison388,Edison388,,0,1,1,0,1,1,1,1,1,0,4,0,776,0
MSR781,MSR781,,0,1,1,0,1,1,1,1,1,0,4,0,777,0
marcus_vasc,marcus_vasc,,0,2,2,0,2,2,3,0.428571,0.518519,0,76,0,778,0
covid19_cnpq,covid19_cnpq,,7,1,8,7,1,8,2,0.545455,0.583333,0,10,0,184,0.107143
hbrumjunior,hbrumjunior,,0,1,1,0,1,1,1,1,1,0,4,0,779,0
Neile26692034,Neile26692034,,0,1,1,0,1,1,1,1,1,0,4,0,780,0
dvdnasc,dvdnasc,,0,1,1,0,1,1,1,1,1,0,4,0,781,0
Agespisa,Agespisa,,1,0,1,1,0,1,0,0,0,0,0,0,265,0
Hussardo2022,Hussardo2022,,0,1,1,0,1,1,1,1,1,0,4,0,782,0
LinhasdeElvas,LinhasdeElvas,,1,0,1,17,0,17,0,0,0,0,0,0,264,0
LaurianyGeize,LaurianyGeize,,1,0,1,1,0,1,0,0,0,0,10,0,414,0
Contareservatmj,Contareservatmj,,0,1,1,0,1,1,1,1,1,0,4,0,783,0
AntonioSeixasD2,AntonioSeixasD2,,0,1,1,0,1,1,1,1,1,0,4,0,784,0
clovisinacio,clovisinacio,,0,1,1,0,1,1,1,1,1,0,4,0,785,0
HiperEpi,HiperEpi,,1,0,1,5,0,5,0,0,0,0,0,0,263,0
artista_Fran,artista_Fran,,0,2,2,0,8,8,2,0.583333,0.642857,0,10,0,786,0
IGASaude,IGASaude,,0,2,2,0,2,2,2,0.666667,0.75,0,8,0,787,0
Suelisouza2001,Suelisouza2001,,0,2,2,0,3,3,1,1,1,0,4,0,788,0
leandro37503589,leandro37503589,,1,1,2,1,1,2,0,0,0,0,44,27,789,0
FranciscoMalosa,FranciscoMalosa,,0,8,8,0,11,11,2,0.681818,0.766667,0,31,0,790,0.178571
portal_viva,portal_viva,,4,0,4,7,0,7,0,0,0,0,0,0,262,0.083333
ThiagoC93001399,ThiagoC93001399,,0,3,3,0,16,16,2,0.615385,0.6875,0,10,0,791,0
WagnerRPugliese,WagnerRPugliese,,0,1,1,0,1,1,1,1,1,0,4,0,792,0
BetoMoes,BetoMoes,,0,1,1,0,1,1,1,1,1,0,10,0,793,0
Metropoles,Metropoles,,49,0,49,50,0,50,0,0,0,0,10,0,10,0.028912
Edson85240231,Edson85240231,,0,1,1,0,1,1,1,1,1,0,4,0,794,0
NoangelaN,NoangelaN,,0,1,1,0,1,1,1,1,1,0,8,0,795,0
CarlosA76979782,CarlosA76979782,,0,2,2,0,3,3,1,1,1,0,25,0,796,0
taureis_,taureis_,,0,1,1,0,1,1,1,1,1,0,4,0,797,0
CarvalhalKarla,CarvalhalKarla,,0,2,2,0,3,3,2,0.75,0.833333,0,31,0,798,0.5
Arcamargo70,Arcamargo70,,0,1,1,0,1,1,1,1,1,0,4,0,799,0
mmarcosfernande,mmarcosfernande,,0,2,2,0,2,2,1,1,1,0,125,0,800,0.5
Arthurvneto,Arthurvneto,,167,1,168,169,1,170,1,1,1,0,125,0,371,0.005988
DIOVALJUNIOR,DIOVALJUNIOR,,0,1,1,0,1,1,1,1,1,0,4,0,801,0
SamuelR36011855,SamuelR36011855,,0,1,1,0,1,1,1,1,1,0,4,0,802,0
Marciof03019030,Marciof03019030,,0,2,2,0,2,2,1,1,1,0,4,0,803,0
danielsoranz,danielsoranz,,3,1,4,4,1,5,1,1,1,0.000002,27,0,82,0.166667
Tareco_G,Tareco_G,,0,1,1,0,8,8,1,1,1,0,45,0,804,0
ONUPortugal,ONUPortugal,,0,1,1,0,1,1,1,1,1,0,31,0,806,0
UNDP,UNDP,,2,0,2,2,0,2,0,0,0,0,31,0,805,0
vitoriasam01,vitoriasam01,,0,1,1,0,1,1,1,1,1,0,4,0,807,0
PEC32_NAO,PEC32_NAO,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,808,0
giorgio_renan,giorgio_renan,,0,1,1,0,1,1,1,1,1,0,4,0,809,0
Bruno78062135,Bruno78062135,,0,1,1,0,1,1,1,1,1,0,4,0,810,0
MulheresEmFoco,MulheresEmFoco,,0,1,1,0,1,1,1,1,1,0,46,0,812,0
CNNBrasil,CNNBrasil,,4,0,4,4,0,4,0,0,0,0,46,0,811,0
P_Eduardo_Silva,P_Eduardo_Silva,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,813,0
Coronel_Mills,Coronel_Mills,,0,1,1,0,1,1,1,1,1,0,4,0,814,0
roupasdesaojor1,roupasdesaojor1,,0,2,2,0,2,2,1,1,1,0,4,0,815,0
WHO,WHO,,6,0,6,10,0,10,0,0,0,0,31,0,0,0.066667
claupace,claupace,,0,2,2,0,2,2,1,1,1,0,4,0,816,0
9deazevedo,9deazevedo,,0,2,2,0,2,2,2,0.583333,0.642857,0,41,0,817,0
AncarluKul,AncarluKul,,0,1,1,0,1,1,1,1,1,0,4,0,818,0
Mercb5,Mercb5,,0,1,1,0,1,1,1,1,1,0,47,28,820,0
RJTranslator,RJTranslator,,2,0,2,2,0,2,0,0,0,0,47,28,819,0
SrJorgeSantana,SrJorgeSantana,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,821,0
dudus09,dudus09,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,822,0
naoeramaisfacil,naoeramaisfacil,,0,2,2,0,3,3,1,1,1,0,48,29,825,0
SICNoticias,SICNoticias,,1,0,1,2,0,2,0,0,0,0,48,29,824,0
PedroSergioRib4,PedroSergioRib4,,0,1,1,0,1,1,1,1,1,0,4,0,826,0
RobertSzymansky,RobertSzymansky,,0,1,1,0,1,1,1,1,1,0,4,0,827,0
stefanovilarim,stefanovilarim,,0,1,1,0,1,1,1,1,1,0,4,0,828,0
Claudia99723212,Claudia99723212,,0,1,1,0,1,1,1,1,1,0,4,0,829,0
MARCIOTICOS,MARCIOTICOS,,0,1,1,0,1,1,1,1,1,0,4,0,830,0
sommelier50,sommelier50,,0,1,1,0,1,1,1,1,1,0,41,0,831,0
LuanaPa76021782,LuanaPa76021782,,0,1,1,0,1,1,1,1,1,0,4,0,832,0
AndreTomaz16,AndreTomaz16,,0,1,1,0,1,1,1,1,1,0,4,0,833,0
duporteiro17,duporteiro17,,0,1,1,0,1,1,1,1,1,0,4,0,834,0
merchigan,merchigan,,0,1,1,0,1,1,2,0.6,0.666667,0,8,0,835,0
Vitoria50901012,Vitoria50901012,,0,1,1,0,1,1,1,1,1,0,4,0,836,0
Nimalima1,Nimalima1,,0,1,1,0,1,1,1,1,1,0,49,30,838,0
elishbajoachim,elishbajoachim,,2,0,2,2,0,2,0,0,0,0,49,30,837,0
macsanto787,macsanto787,,0,2,2,0,2,2,2,0.583333,0.642857,0,10,0,839,0
patativaparana,patativaparana,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,840,0
GalhanoHugo,GalhanoHugo,,1,1,2,1,1,2,2,0.571429,0.625,0,5,0,260,0.5
Morghana_Kelly,Morghana_Kelly,,0,1,1,0,1,1,1,1,1,0,25,0,841,0
Samodan,Samodan,,0,1,1,0,1,1,1,1,1,0,4,0,842,0
NiviaFx,NiviaFx,,0,2,2,0,5,5,2,0.583333,0.642857,0,10,0,843,0
IsaacOliveira57,IsaacOliveira57,,0,1,1,0,2,2,1,1,1,0,25,0,844,0
simonerrodrigue,simonerrodrigue,,0,1,1,0,1,1,1,1,1,0,19,0,845,0
Utopia_2020,Utopia_2020,,0,2,2,0,4,4,2,0.5625,0.611111,0,10,0,846,0
mariofalcao,mariofalcao,,0,1,1,0,1,1,1,1,1,0,41,0,847,0
EberOliveiraUdi,EberOliveiraUdi,,0,1,1,0,1,1,1,1,1,0,4,0,848,0
catadinha,catadinha,,0,1,1,0,1,1,1,1,1,0,4,0,849,0
FabimBrasil,FabimBrasil,,0,2,2,0,2,2,1,1,1,0,4,0,850,0
alimeduc,alimeduc,,0,1,1,0,1,1,1,1,1,0,41,0,851,0
MishelleTapia3,MishelleTapia3,,0,1,1,0,4,4,1,1,1,0,29,0,852,0
uniaonet,uniaonet,,2,0,2,4,0,4,0,0,0,0,0,0,252,0
themrosal,themrosal,,2,0,2,3,0,3,0,0,0,0,0,0,259,0
Thiagovieira_RJ,Thiagovieira_RJ,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,853,0
quandogiromundo,quandogiromundo,,0,1,1,0,1,1,1,1,1,0,4,0,854,0
Tweetando12,Tweetando12,,0,2,2,0,2,2,2,0.583333,0.642857,0,19,0,855,0
JorgeGoche1,JorgeGoche1,,0,1,1,0,1,1,1,1,1,0,4,0,856,0
Politic_Nicki,Politic_Nicki,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,857,0
Igualdadejusti1,Igualdadejusti1,,0,3,3,0,21,21,2,0.666667,0.75,0,10,0,858,0.666667
samnmx,samnmx,,0,1,1,0,8,8,1,1,1,0,29,0,859,0
Emlio36605051,Emlio36605051,,0,1,1,0,1,1,1,1,1,0,4,0,860,0
exclusivoluiz,exclusivoluiz,,0,1,1,0,1,1,1,1,1,0,4,0,861,0
unicampbot,unicampbot,,0,5,5,0,5,5,3,0.490741,0.525157,0,27,0,862,0.5
DantedeVerdade,DantedeVerdade,,0,1,1,0,1,1,1,1,1,0,50,0,863,0
rosedbarros,rosedbarros,,19,1,20,21,2,23,0,0,0,0,50,0,574,0.052632
inspiredpunk,inspiredpunk,,0,1,1,0,1,1,1,1,1,0,41,0,864,0
mafra_leoni,mafra_leoni,,0,1,1,0,1,1,1,1,1,0,51,31,866,0
PhabioSales,PhabioSales,,1,0,1,1,0,1,0,0,0,0,51,31,865,0
citadoaleatorio,citadoaleatorio,,0,2,2,0,2,2,1,1,1,0,52,0,869,0.5
Glauquete,Glauquete,,5,1,6,5,1,6,1,1,1,0,52,0,868,0.166667
cauemoura,cauemoura,,6,0,6,6,0,6,0,0,0,0,52,0,867,0.166667
ROwoltada,ROwoltada,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,870,0
jcanongia,jcanongia,,0,1,1,0,1,1,1,1,1,0,4,0,871,0
gerardo_caldera,gerardo_caldera,,0,1,1,0,1,1,1,1,1,0,71,0,872,0
RadioRedencao,RadioRedencao,,7,0,7,10,0,10,0,0,0,0,71,0,350,0
gersonsflores,gersonsflores,,0,2,2,0,2,2,1,1,1,0,4,0,873,0
wilsonmessias01,wilsonmessias01,,0,2,2,0,2,2,1,1,1,0,73,0,874,0
SSalud_Qro,SSalud_Qro,,0,1,1,0,5,5,1,1,1,0,29,0,875,0
Mahori4,Mahori4,,0,1,1,0,3,3,1,1,1,0,29,0,876,0
BerettaK9T,BerettaK9T,,0,1,1,0,1,1,1,1,1,0,4,0,877,0
marcoslmsantana,marcoslmsantana,,0,1,1,0,1,1,1,1,1,0,4,0,878,0
SandyPandy_Oh_,SandyPandy_Oh_,,0,1,1,0,9,9,1,1,1,0,29,0,879,0
veracru41394141,veracru41394141,,0,1,1,0,1,1,1,1,1,0,4,0,880,0
jlaalmeidajr,jlaalmeidajr,,0,1,1,0,1,1,1,1,1,0,4,0,881,0
Emersonm72,Emersonm72,,0,1,1,0,1,1,1,1,1,0,53,32,883,0
JornalDaGlobo,JornalDaGlobo,,1,0,1,1,0,1,0,0,0,0,53,32,882,0
bylutete,bylutete,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,884,0
JFlorenciok,JFlorenciok,,0,1,1,0,1,1,1,1,1,0,4,0,885,0
EltonCa20982408,EltonCa20982408,,0,1,1,0,1,1,1,1,1,0,41,0,886,0
JLuizEsteves,JLuizEsteves,,0,2,2,0,7,7,1,1,1,0,4,0,887,0
Hugocostalima1,Hugocostalima1,,0,1,1,0,1,1,1,1,1,0,4,0,888,0
JooCarl48702308,JooCarl48702308,,0,1,1,0,1,1,1,1,1,0,41,0,889,0
marcos_almeida,marcos_almeida,,0,1,1,0,1,1,1,1,1,0,41,0,890,0
gtfilho,gtfilho,,0,1,1,0,2,2,1,1,1,0,4,0,891,0
Moacyrodrigues,Moacyrodrigues,,0,1,1,0,2,2,1,1,1,0,25,0,892,0
FabioJFS,FabioJFS,,0,1,1,0,1,1,1,1,1,0,4,0,893,0
ajuix,ajuix,,0,1,1,0,1,1,1,1,1,0,29,0,894,0
Krukke_krukke,Krukke_krukke,,0,4,4,0,5,5,2,0.642857,0.722222,0,10,0,895,0
enzogfl_,enzogfl_,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,896,0
JardimGaudio,JardimGaudio,,0,1,1,0,1,1,1,1,1,0,41,0,897,0
valente70x7,valente70x7,,0,1,1,0,1,1,1,1,1,0,4,0,898,0
BaremLeite,BaremLeite,,0,1,1,0,1,1,1,1,1,0,54,33,900,0
hospitalalemao,hospitalalemao,,1,0,1,1,0,1,0,0,0,0,54,33,899,0
ceara59,ceara59,,0,2,2,0,2,2,1,1,1,0,55,0,902,0
RaphaelGerard17,RaphaelGerard17,,1,0,1,1,0,1,0,0,0,0,55,0,901,0
messiaswm,messiaswm,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,903,0
gayLulista13,gayLulista13,,0,8,8,0,24,24,2,0.7,0.785714,0,10,0,904,0.035714
NoticierosRG,NoticierosRG,,0,1,1,0,9,9,1,1,1,0,29,0,905,0
Easyoil_Br,Easyoil_Br,,0,1,1,0,1,1,1,1,1,0,4,0,906,0
AlejandroMS_73,AlejandroMS_73,,0,1,1,0,1,1,1,1,1,0,0,0,907,0
